method,task,regime,split,success,success_ci95,side_effect_violation,side_effect_violation_ci95,preference_regret,preference_regret_ci95,side_effect_recall,side_effect_recall_ci95,false_alarm,false_alarm_ci95,query_cost,query_cost_ci95,damage_rate,damage_rate_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups
uncertainty_query_preference_learner,drawer_retrieval,nominal,nominal,0.6139,0.0475,0.0322,0.004,0.0614,0.0026,0.4401,0.0089,0.0714,0.0032,0.3187,0.0,0.0328,0.0023,0.4606,0.0053,7
uncertainty_query_preference_learner,drawer_retrieval,nominal,seen_shift,0.5748,0.0508,0.0358,0.0024,0.0615,0.0034,0.4273,0.0061,0.0786,0.0037,0.3274,0.0,0.0329,0.0046,0.448,0.0049,7
uncertainty_query_preference_learner,drawer_retrieval,nominal,unseen_object,0.6054,0.032,0.0398,0.0037,0.0582,0.0025,0.4185,0.0073,0.0806,0.0029,0.3318,0.0,0.0322,0.0031,0.4471,0.0071,7
uncertainty_query_preference_learner,drawer_retrieval,nominal,unseen_side_effect,0.5799,0.0434,0.0375,0.0034,0.0627,0.0019,0.3942,0.0062,0.0822,0.0014,0.3355,0.0,0.0314,0.0025,0.4401,0.0064,7
uncertainty_query_preference_learner,drawer_retrieval,nominal,combined_stress,0.5442,0.0317,0.0402,0.0042,0.0588,0.0031,0.3988,0.0074,0.0861,0.0037,0.3423,0.0,0.0332,0.0019,0.4319,0.0074,7
uncertainty_query_preference_learner,drawer_retrieval,force_damage,nominal,0.5663,0.0567,0.0657,0.0017,0.0702,0.0034,0.4348,0.0073,0.071,0.0039,0.3251,0.0,0.0662,0.0037,0.4626,0.007,7
uncertainty_query_preference_learner,drawer_retrieval,force_damage,seen_shift,0.5204,0.0363,0.0759,0.0036,0.075,0.0043,0.4271,0.011,0.0772,0.0034,0.3354,0.0,0.0803,0.0032,0.4487,0.0027,7
uncertainty_query_preference_learner,drawer_retrieval,force_damage,unseen_object,0.517,0.0233,0.0847,0.0026,0.0746,0.003,0.4127,0.0088,0.0806,0.0032,0.3405,0.0,0.0832,0.0035,0.4451,0.006,7
uncertainty_query_preference_learner,drawer_retrieval,force_damage,unseen_side_effect,0.5323,0.038,0.0983,0.0017,0.0778,0.0016,0.4022,0.0072,0.0821,0.0023,0.345,0.0,0.0986,0.0019,0.4398,0.0075,7
uncertainty_query_preference_learner,drawer_retrieval,force_damage,combined_stress,0.449,0.0296,0.1009,0.0042,0.0811,0.0023,0.3922,0.0054,0.0852,0.003,0.3531,0.0,0.1011,0.004,0.4333,0.0053,7
uncertainty_query_preference_learner,drawer_retrieval,object_displacement,nominal,0.619,0.0464,0.0655,0.0027,0.0679,0.0028,0.435,0.0084,0.0728,0.0047,0.3247,0.0,0.0478,0.0023,0.4609,0.0045,7
uncertainty_query_preference_learner,drawer_retrieval,object_displacement,seen_shift,0.5425,0.0391,0.0774,0.0017,0.0684,0.0016,0.4282,0.0083,0.079,0.0033,0.3349,0.0,0.0551,0.0016,0.4455,0.0061,7
uncertainty_query_preference_learner,drawer_retrieval,object_displacement,unseen_object,0.5595,0.0388,0.0911,0.0041,0.0729,0.0035,0.4189,0.0062,0.0803,0.0042,0.34,0.0,0.0575,0.0026,0.4538,0.0025,7
uncertainty_query_preference_learner,drawer_retrieval,object_displacement,unseen_side_effect,0.5136,0.0351,0.0852,0.0031,0.0768,0.0038,0.3971,0.0118,0.0813,0.0037,0.3444,0.0,0.0596,0.0034,0.438,0.0067,7
uncertainty_query_preference_learner,drawer_retrieval,object_displacement,combined_stress,0.5034,0.0202,0.0962,0.0037,0.0754,0.0036,0.3995,0.0059,0.0864,0.0033,0.3524,0.0,0.065,0.0023,0.436,0.006,7
uncertainty_query_preference_learner,drawer_retrieval,clutter_accumulation,nominal,0.6105,0.0406,0.0648,0.0042,0.069,0.0034,0.4388,0.008,0.0743,0.0017,0.3253,0.0,0.0478,0.0025,0.4607,0.0082,7
uncertainty_query_preference_learner,drawer_retrieval,clutter_accumulation,seen_shift,0.5748,0.0333,0.0763,0.0023,0.0723,0.003,0.4259,0.0073,0.0771,0.0025,0.3356,0.0,0.0505,0.0042,0.4493,0.0053,7
uncertainty_query_preference_learner,drawer_retrieval,clutter_accumulation,unseen_object,0.5238,0.0184,0.0875,0.003,0.0761,0.0024,0.4129,0.0052,0.0814,0.0036,0.3408,0.0,0.055,0.0017,0.4388,0.009,7
uncertainty_query_preference_learner,drawer_retrieval,clutter_accumulation,unseen_side_effect,0.5646,0.0333,0.0877,0.0029,0.0739,0.0019,0.4007,0.0049,0.0804,0.0018,0.3453,0.0,0.059,0.0011,0.4397,0.0036,7
uncertainty_query_preference_learner,drawer_retrieval,clutter_accumulation,combined_stress,0.4847,0.0387,0.0939,0.0023,0.0765,0.0037,0.3966,0.0045,0.087,0.0024,0.3534,0.0,0.0609,0.0031,0.4319,0.0048,7
uncertainty_query_preference_learner,drawer_retrieval,unstable_placement,nominal,0.5901,0.0317,0.0723,0.0037,0.0715,0.0022,0.4367,0.0074,0.0731,0.0028,0.3255,0.0,0.0567,0.0036,0.4568,0.0025,7
uncertainty_query_preference_learner,drawer_retrieval,unstable_placement,seen_shift,0.5612,0.0285,0.0855,0.0054,0.0737,0.0039,0.431,0.008,0.0751,0.0048,0.3359,0.0,0.0645,0.0029,0.451,0.0052,7
uncertainty_query_preference_learner,drawer_retrieval,unstable_placement,unseen_object,0.5238,0.0314,0.0968,0.0044,0.0798,0.0026,0.4252,0.0047,0.0802,0.0039,0.3411,0.0,0.0695,0.0047,0.4463,0.0049,7
uncertainty_query_preference_learner,drawer_retrieval,unstable_placement,unseen_side_effect,0.534,0.0351,0.0971,0.0033,0.0789,0.0033,0.3977,0.0045,0.08,0.0025,0.3455,0.0,0.0764,0.0015,0.4431,0.0035,7
uncertainty_query_preference_learner,drawer_retrieval,unstable_placement,combined_stress,0.4932,0.0483,0.1099,0.0038,0.0832,0.0032,0.3978,0.0059,0.0872,0.0032,0.3537,0.0,0.0781,0.0034,0.4356,0.006,7
uncertainty_query_preference_learner,drawer_retrieval,irreversible_change,nominal,0.5952,0.0496,0.0731,0.0028,0.0735,0.003,0.4408,0.0064,0.0731,0.0043,0.3257,0.0,0.067,0.003,0.4605,0.0044,7
uncertainty_query_preference_learner,drawer_retrieval,irreversible_change,seen_shift,0.5204,0.0373,0.0903,0.0034,0.0775,0.0021,0.421,0.0049,0.0773,0.0036,0.3361,0.0,0.0805,0.0028,0.4562,0.0049,7
uncertainty_query_preference_learner,drawer_retrieval,irreversible_change,unseen_object,0.5459,0.0376,0.1046,0.005,0.0818,0.003,0.423,0.0124,0.08,0.0017,0.3414,0.0,0.0868,0.0042,0.4425,0.0045,7
uncertainty_query_preference_learner,drawer_retrieval,irreversible_change,unseen_side_effect,0.551,0.0352,0.1079,0.0038,0.0867,0.0024,0.3934,0.0092,0.0821,0.0045,0.3458,0.0,0.0969,0.0031,0.4448,0.0045,7
uncertainty_query_preference_learner,drawer_retrieval,irreversible_change,combined_stress,0.5221,0.0358,0.119,0.0032,0.0861,0.0033,0.3975,0.0076,0.0874,0.0033,0.3541,0.0,0.1012,0.002,0.4326,0.0045,7
uncertainty_query_preference_learner,drawer_retrieval,combined_side_effect_stress,nominal,0.5425,0.0329,0.0932,0.0036,0.0783,0.003,0.4383,0.0084,0.0717,0.004,0.3268,0.0,0.0809,0.0027,0.4584,0.0059,7
uncertainty_query_preference_learner,drawer_retrieval,combined_side_effect_stress,seen_shift,0.5306,0.0337,0.1153,0.0028,0.0861,0.0031,0.425,0.007,0.0789,0.0027,0.3376,0.0,0.0953,0.0028,0.4489,0.0048,7
uncertainty_query_preference_learner,drawer_retrieval,combined_side_effect_stress,unseen_object,0.5289,0.0221,0.1391,0.0034,0.0921,0.0023,0.4111,0.0074,0.0796,0.002,0.343,0.0,0.1013,0.0022,0.4513,0.004,7
uncertainty_query_preference_learner,drawer_retrieval,combined_side_effect_stress,unseen_side_effect,0.4422,0.0412,0.1388,0.0046,0.0948,0.0044,0.3969,0.009,0.0812,0.0026,0.3476,0.0,0.1144,0.0015,0.4414,0.0033,7
uncertainty_query_preference_learner,drawer_retrieval,combined_side_effect_stress,combined_stress,0.4507,0.0409,0.1591,0.0047,0.1001,0.0014,0.3945,0.0122,0.0879,0.0025,0.3561,0.0,0.1236,0.0019,0.4257,0.0056,7
uncertainty_query_preference_learner,cable_routing,nominal,nominal,0.6088,0.0418,0.0335,0.0031,0.0592,0.0045,0.4409,0.0077,0.0722,0.0031,0.3187,0.0,0.0277,0.0028,0.4624,0.0061,7
uncertainty_query_preference_learner,cable_routing,nominal,seen_shift,0.585,0.0473,0.0387,0.0033,0.061,0.0019,0.4249,0.0074,0.0763,0.0038,0.3274,0.0,0.0319,0.0026,0.4531,0.0069,7
uncertainty_query_preference_learner,cable_routing,nominal,unseen_object,0.5935,0.0299,0.0387,0.0037,0.0612,0.0025,0.4221,0.0045,0.0804,0.0026,0.3318,0.0,0.0313,0.0026,0.4452,0.0076,7
uncertainty_query_preference_learner,cable_routing,nominal,unseen_side_effect,0.5357,0.0255,0.0423,0.006,0.061,0.002,0.4019,0.0055,0.0837,0.002,0.3355,0.0,0.0318,0.0041,0.4351,0.0069,7
uncertainty_query_preference_learner,cable_routing,nominal,combined_stress,0.5527,0.0499,0.0431,0.0045,0.0578,0.002,0.3959,0.0048,0.0866,0.0028,0.3423,0.0,0.0288,0.0034,0.4313,0.0069,7
uncertainty_query_preference_learner,cable_routing,force_damage,nominal,0.5595,0.0509,0.0688,0.0047,0.0683,0.002,0.4399,0.0062,0.0689,0.0035,0.3251,0.0,0.0636,0.0014,0.4589,0.0087,7
uncertainty_query_preference_learner,cable_routing,force_damage,seen_shift,0.5748,0.0477,0.0769,0.0025,0.0716,0.0041,0.4205,0.0062,0.0784,0.0016,0.3354,0.0,0.0724,0.0028,0.4519,0.0074,7
uncertainty_query_preference_learner,cable_routing,force_damage,unseen_object,0.5204,0.0373,0.0874,0.003,0.074,0.0027,0.4195,0.0043,0.0801,0.002,0.3405,0.0,0.0804,0.0016,0.4474,0.0052,7
uncertainty_query_preference_learner,cable_routing,force_damage,unseen_side_effect,0.4813,0.0352,0.093,0.0027,0.08,0.0026,0.4004,0.0056,0.0828,0.0021,0.345,0.0,0.0916,0.0031,0.44,0.0043,7
uncertainty_query_preference_learner,cable_routing,force_damage,combined_stress,0.466,0.0312,0.1032,0.0042,0.0778,0.0025,0.394,0.0026,0.0866,0.0023,0.3531,0.0,0.0948,0.0026,0.4338,0.0058,7
uncertainty_query_preference_learner,cable_routing,object_displacement,nominal,0.5714,0.0239,0.0723,0.0036,0.0656,0.0041,0.4365,0.0053,0.0728,0.0033,0.3247,0.0,0.0439,0.0043,0.4599,0.0051,7
uncertainty_query_preference_learner,cable_routing,object_displacement,seen_shift,0.5833,0.0435,0.0874,0.0042,0.0692,0.0024,0.4223,0.0029,0.0749,0.0027,0.3349,0.0,0.0509,0.0032,0.4506,0.0074,7
uncertainty_query_preference_learner,cable_routing,object_displacement,unseen_object,0.5068,0.0329,0.1127,0.0024,0.077,0.0025,0.4147,0.0101,0.0817,0.0027,0.34,0.0,0.0542,0.0032,0.4438,0.008,7
uncertainty_query_preference_learner,cable_routing,object_displacement,unseen_side_effect,0.5102,0.0139,0.1006,0.0058,0.0743,0.0022,0.3984,0.0095,0.0846,0.0017,0.3444,0.0,0.0585,0.0037,0.442,0.0057,7
uncertainty_query_preference_learner,cable_routing,object_displacement,combined_stress,0.4779,0.0389,0.1188,0.0035,0.0799,0.0029,0.3983,0.0071,0.0862,0.0025,0.3524,0.0,0.0608,0.0031,0.4354,0.0038,7
uncertainty_query_preference_learner,cable_routing,clutter_accumulation,nominal,0.5629,0.0543,0.0787,0.0038,0.0708,0.0023,0.4394,0.0049,0.0713,0.0014,0.3253,0.0,0.0458,0.0036,0.4657,0.0062,7
uncertainty_query_preference_learner,cable_routing,clutter_accumulation,seen_shift,0.5374,0.0246,0.0946,0.0026,0.0718,0.0023,0.4321,0.0065,0.0772,0.0019,0.3356,0.0,0.0512,0.004,0.4495,0.008,7
uncertainty_query_preference_learner,cable_routing,clutter_accumulation,unseen_object,0.4864,0.0358,0.1199,0.0034,0.0818,0.0029,0.4188,0.0052,0.0803,0.003,0.3408,0.0,0.0553,0.0026,0.4484,0.0076,7
uncertainty_query_preference_learner,cable_routing,clutter_accumulation,unseen_side_effect,0.4966,0.0355,0.1061,0.0044,0.0779,0.0029,0.3996,0.0049,0.0822,0.002,0.3453,0.0,0.0584,0.002,0.4437,0.006,7
uncertainty_query_preference_learner,cable_routing,clutter_accumulation,combined_stress,0.5391,0.0555,0.1224,0.0046,0.084,0.0028,0.3986,0.0104,0.0861,0.0027,0.3534,0.0,0.0633,0.0028,0.4239,0.0053,7
uncertainty_query_preference_learner,cable_routing,unstable_placement,nominal,0.5476,0.0306,0.082,0.0033,0.0704,0.0044,0.4352,0.0077,0.0739,0.0027,0.3255,0.0,0.0583,0.0029,0.4556,0.0054,7
uncertainty_query_preference_learner,cable_routing,unstable_placement,seen_shift,0.5663,0.0374,0.0951,0.0038,0.0756,0.0029,0.4266,0.0106,0.0771,0.002,0.3359,0.0,0.0643,0.0022,0.4524,0.0039,7
uncertainty_query_preference_learner,cable_routing,unstable_placement,unseen_object,0.4949,0.0432,0.1091,0.0036,0.0803,0.0033,0.4204,0.004,0.0825,0.0028,0.3411,0.0,0.0687,0.0036,0.4443,0.0057,7
uncertainty_query_preference_learner,cable_routing,unstable_placement,unseen_side_effect,0.5153,0.0309,0.108,0.0039,0.0829,0.0034,0.4001,0.0053,0.0795,0.0031,0.3455,0.0,0.0748,0.0019,0.4431,0.0051,7
uncertainty_query_preference_learner,cable_routing,unstable_placement,combined_stress,0.4898,0.0324,0.1282,0.0021,0.0881,0.0029,0.3953,0.0075,0.0875,0.0021,0.3537,0.0,0.0764,0.0024,0.4317,0.0037,7
uncertainty_query_preference_learner,cable_routing,irreversible_change,nominal,0.5765,0.0458,0.0831,0.003,0.0737,0.0036,0.4373,0.0139,0.0704,0.0031,0.3257,0.0,0.0653,0.0021,0.4563,0.0061,7
uncertainty_query_preference_learner,cable_routing,irreversible_change,seen_shift,0.5527,0.0506,0.1061,0.0042,0.0802,0.0033,0.4248,0.0081,0.0772,0.003,0.3361,0.0,0.0752,0.0031,0.4475,0.0063,7
uncertainty_query_preference_learner,cable_routing,irreversible_change,unseen_object,0.517,0.0209,0.1174,0.0048,0.0848,0.0026,0.4204,0.0069,0.0794,0.0051,0.3414,0.0,0.0831,0.0023,0.4424,0.012,7
uncertainty_query_preference_learner,cable_routing,irreversible_change,unseen_side_effect,0.5034,0.0524,0.1199,0.0031,0.0845,0.0031,0.3954,0.0066,0.0824,0.0028,0.3458,0.0,0.0913,0.0034,0.4406,0.0032,7
uncertainty_query_preference_learner,cable_routing,irreversible_change,combined_stress,0.4626,0.0473,0.1383,0.0036,0.0914,0.0021,0.3974,0.0095,0.0896,0.0034,0.3541,0.0,0.0971,0.0028,0.4254,0.0047,7
uncertainty_query_preference_learner,cable_routing,combined_side_effect_stress,nominal,0.585,0.054,0.1119,0.0041,0.0842,0.0051,0.445,0.0075,0.0719,0.0019,0.3268,0.0,0.0775,0.004,0.4594,0.0049,7
uncertainty_query_preference_learner,cable_routing,combined_side_effect_stress,seen_shift,0.5034,0.0425,0.1311,0.0023,0.0903,0.0031,0.4252,0.0057,0.076,0.0013,0.3376,0.0,0.0907,0.0032,0.4515,0.0059,7
uncertainty_query_preference_learner,cable_routing,combined_side_effect_stress,unseen_object,0.5187,0.0449,0.1631,0.003,0.0953,0.0034,0.4224,0.0057,0.0819,0.0033,0.343,0.0,0.0972,0.0023,0.4462,0.0019,7
uncertainty_query_preference_learner,cable_routing,combined_side_effect_stress,unseen_side_effect,0.4337,0.0283,0.1603,0.0029,0.097,0.0029,0.3964,0.0055,0.081,0.0021,0.3476,0.0,0.107,0.0021,0.4446,0.0047,7
uncertainty_query_preference_learner,cable_routing,combined_side_effect_stress,combined_stress,0.4932,0.0675,0.1863,0.0036,0.1064,0.002,0.3959,0.0047,0.0892,0.0029,0.3561,0.0,0.1122,0.0019,0.4271,0.0067,7
uncertainty_query_preference_learner,tool_handoff,nominal,nominal,0.6139,0.0636,0.0341,0.0041,0.06,0.005,0.4349,0.0097,0.0726,0.0055,0.3187,0.0,0.0299,0.0043,0.4601,0.0072,7
uncertainty_query_preference_learner,tool_handoff,nominal,seen_shift,0.5527,0.0301,0.0408,0.0019,0.0592,0.0038,0.4215,0.0087,0.0763,0.0018,0.3274,0.0,0.0305,0.004,0.4479,0.0093,7
uncertainty_query_preference_learner,tool_handoff,nominal,unseen_object,0.5527,0.0329,0.0365,0.0034,0.0603,0.0042,0.4235,0.0078,0.0799,0.0039,0.3318,0.0,0.033,0.0042,0.4449,0.0027,7
uncertainty_query_preference_learner,tool_handoff,nominal,unseen_side_effect,0.5646,0.0292,0.0395,0.004,0.0619,0.0017,0.4012,0.0034,0.0831,0.0026,0.3355,0.0,0.0327,0.0025,0.4425,0.0095,7
uncertainty_query_preference_learner,tool_handoff,nominal,combined_stress,0.534,0.0575,0.0432,0.0044,0.061,0.0043,0.3981,0.0097,0.0882,0.0027,0.3423,0.0,0.0348,0.0029,0.4297,0.0059,7
uncertainty_query_preference_learner,tool_handoff,force_damage,nominal,0.5731,0.0164,0.0773,0.0046,0.073,0.0031,0.4377,0.0059,0.0699,0.004,0.3251,0.0,0.074,0.0028,0.4601,0.0053,7
uncertainty_query_preference_learner,tool_handoff,force_damage,seen_shift,0.5068,0.0317,0.0924,0.0049,0.0778,0.003,0.4282,0.0064,0.075,0.0034,0.3354,0.0,0.0885,0.0017,0.4512,0.0064,7
uncertainty_query_preference_learner,tool_handoff,force_damage,unseen_object,0.5085,0.034,0.1021,0.0016,0.0793,0.0026,0.415,0.0084,0.0778,0.005,0.3405,0.0,0.0913,0.0008,0.444,0.0061,7
uncertainty_query_preference_learner,tool_handoff,force_damage,unseen_side_effect,0.4915,0.0282,0.1153,0.0037,0.0857,0.0022,0.4019,0.0057,0.0843,0.0013,0.345,0.0,0.1121,0.0034,0.4426,0.0047,7
uncertainty_query_preference_learner,tool_handoff,force_damage,combined_stress,0.449,0.034,0.1193,0.0031,0.0902,0.0017,0.4008,0.0066,0.0907,0.0028,0.3531,0.0,0.1126,0.0023,0.4299,0.0086,7
uncertainty_query_preference_learner,tool_handoff,object_displacement,nominal,0.5867,0.0485,0.0696,0.0022,0.0718,0.005,0.4409,0.0089,0.0713,0.0025,0.3247,0.0,0.0477,0.0044,0.4594,0.0107,7
uncertainty_query_preference_learner,tool_handoff,object_displacement,seen_shift,0.5612,0.0454,0.0832,0.0045,0.0735,0.0031,0.4243,0.0051,0.0753,0.0043,0.3349,0.0,0.0544,0.0032,0.4499,0.0092,7
uncertainty_query_preference_learner,tool_handoff,object_displacement,unseen_object,0.5272,0.0406,0.0924,0.0022,0.0792,0.0031,0.422,0.006,0.0802,0.0045,0.34,0.0,0.0598,0.0023,0.449,0.0087,7
uncertainty_query_preference_learner,tool_handoff,object_displacement,unseen_side_effect,0.5119,0.0444,0.0939,0.0048,0.0789,0.002,0.3992,0.0051,0.0813,0.0014,0.3444,0.0,0.0624,0.0011,0.442,0.0035,7
uncertainty_query_preference_learner,tool_handoff,object_displacement,combined_stress,0.4898,0.0669,0.1095,0.0021,0.0815,0.0037,0.3903,0.0102,0.088,0.0021,0.3524,0.0,0.0652,0.0034,0.4348,0.005,7
uncertainty_query_preference_learner,tool_handoff,clutter_accumulation,nominal,0.5697,0.0588,0.0663,0.0035,0.0734,0.0023,0.4388,0.005,0.0718,0.0033,0.3253,0.0,0.0512,0.0018,0.464,0.0082,7
uncertainty_query_preference_learner,tool_handoff,clutter_accumulation,seen_shift,0.5204,0.0208,0.079,0.0041,0.0779,0.0017,0.4291,0.0055,0.078,0.0034,0.3356,0.0,0.053,0.0033,0.4546,0.0042,7
uncertainty_query_preference_learner,tool_handoff,clutter_accumulation,unseen_object,0.5306,0.0227,0.0986,0.0023,0.0797,0.0031,0.4137,0.0052,0.0804,0.0036,0.3408,0.0,0.0568,0.0032,0.4456,0.0067,7
uncertainty_query_preference_learner,tool_handoff,clutter_accumulation,unseen_side_effect,0.517,0.0292,0.0909,0.0041,0.0804,0.0038,0.4013,0.0122,0.0847,0.0007,0.3453,0.0,0.0635,0.0033,0.44,0.0047,7
uncertainty_query_preference_learner,tool_handoff,clutter_accumulation,combined_stress,0.4711,0.04,0.1078,0.0042,0.0881,0.0017,0.3929,0.0129,0.0858,0.0027,0.3534,0.0,0.0677,0.0037,0.4299,0.0037,7
uncertainty_query_preference_learner,tool_handoff,unstable_placement,nominal,0.585,0.0285,0.0836,0.0048,0.0751,0.003,0.4346,0.0047,0.0729,0.0011,0.3255,0.0,0.0595,0.0047,0.4554,0.01,7
uncertainty_query_preference_learner,tool_handoff,unstable_placement,seen_shift,0.5102,0.0817,0.101,0.0031,0.081,0.0025,0.422,0.0045,0.0785,0.0038,0.3359,0.0,0.0706,0.0014,0.4447,0.0076,7
uncertainty_query_preference_learner,tool_handoff,unstable_placement,unseen_object,0.5102,0.0382,0.1129,0.0035,0.0842,0.0021,0.4165,0.0071,0.0789,0.0023,0.3411,0.0,0.0734,0.0016,0.4455,0.0049,7
uncertainty_query_preference_learner,tool_handoff,unstable_placement,unseen_side_effect,0.4762,0.0338,0.1211,0.0035,0.0878,0.0048,0.3882,0.0059,0.0832,0.0029,0.3455,0.0,0.0813,0.0035,0.4394,0.0091,7
uncertainty_query_preference_learner,tool_handoff,unstable_placement,combined_stress,0.4609,0.0406,0.1385,0.0023,0.0986,0.0047,0.3903,0.0059,0.0892,0.0014,0.3537,0.0,0.0857,0.0034,0.4328,0.0063,7
uncertainty_query_preference_learner,tool_handoff,irreversible_change,nominal,0.568,0.03,0.0856,0.0041,0.0781,0.0021,0.4402,0.0104,0.0711,0.0037,0.3257,0.0,0.0714,0.0036,0.4614,0.0075,7
uncertainty_query_preference_learner,tool_handoff,irreversible_change,seen_shift,0.5153,0.0446,0.1012,0.0059,0.0865,0.0021,0.4197,0.0049,0.0756,0.0036,0.3361,0.0,0.0832,0.0039,0.4501,0.0031,7
uncertainty_query_preference_learner,tool_handoff,irreversible_change,unseen_object,0.5119,0.0411,0.1147,0.0036,0.0904,0.003,0.4231,0.0105,0.0809,0.0024,0.3414,0.0,0.0914,0.0025,0.4429,0.0074,7
uncertainty_query_preference_learner,tool_handoff,irreversible_change,unseen_side_effect,0.5,0.0438,0.1243,0.0021,0.0917,0.0041,0.3991,0.0061,0.0835,0.0023,0.3458,0.0,0.1047,0.0026,0.4431,0.0089,7
uncertainty_query_preference_learner,tool_handoff,irreversible_change,combined_stress,0.466,0.0336,0.1436,0.002,0.0981,0.0037,0.4011,0.0078,0.0855,0.0029,0.3541,0.0,0.1092,0.0023,0.4323,0.0057,7
uncertainty_query_preference_learner,tool_handoff,combined_side_effect_stress,nominal,0.5408,0.0356,0.1128,0.0043,0.0902,0.0019,0.4397,0.0066,0.0698,0.0018,0.3268,0.0,0.0843,0.0028,0.4602,0.0042,7
uncertainty_query_preference_learner,tool_handoff,combined_side_effect_stress,seen_shift,0.4949,0.0511,0.1396,0.0039,0.098,0.003,0.4204,0.0054,0.0788,0.0026,0.3376,0.0,0.1003,0.003,0.4467,0.0022,7
uncertainty_query_preference_learner,tool_handoff,combined_side_effect_stress,unseen_object,0.449,0.0383,0.162,0.003,0.1046,0.0037,0.4158,0.0077,0.0806,0.0017,0.343,0.0,0.1095,0.0042,0.4482,0.0073,7
uncertainty_query_preference_learner,tool_handoff,combined_side_effect_stress,unseen_side_effect,0.4269,0.0307,0.1708,0.004,0.1108,0.0023,0.3956,0.007,0.084,0.0021,0.3476,0.0,0.1302,0.0043,0.4376,0.0063,7
uncertainty_query_preference_learner,tool_handoff,combined_side_effect_stress,combined_stress,0.4082,0.0469,0.19,0.0022,0.1184,0.0029,0.3972,0.0032,0.0868,0.0021,0.3561,0.0,0.1338,0.0029,0.4292,0.0052,7
uncertainty_query_preference_learner,mobile_shelf_placement,nominal,nominal,0.5816,0.0257,0.0376,0.0044,0.0608,0.0033,0.4411,0.0066,0.0738,0.0027,0.3187,0.0,0.0298,0.0026,0.4655,0.0061,7
uncertainty_query_preference_learner,mobile_shelf_placement,nominal,seen_shift,0.6327,0.0518,0.0392,0.0027,0.0618,0.0014,0.429,0.0043,0.0746,0.0029,0.3274,0.0,0.0314,0.0025,0.4557,0.0092,7
uncertainty_query_preference_learner,mobile_shelf_placement,nominal,unseen_object,0.5799,0.0174,0.0454,0.0025,0.0587,0.0028,0.4222,0.0051,0.0803,0.0018,0.3318,0.0,0.0314,0.0035,0.4425,0.0045,7
uncertainty_query_preference_learner,mobile_shelf_placement,nominal,unseen_side_effect,0.5969,0.052,0.0429,0.0034,0.0644,0.0034,0.4066,0.0075,0.0809,0.0019,0.3355,0.0,0.0358,0.0035,0.44,0.0097,7
uncertainty_query_preference_learner,mobile_shelf_placement,nominal,combined_stress,0.5391,0.0182,0.0463,0.0045,0.0648,0.0023,0.4006,0.0047,0.0853,0.0042,0.3423,0.0,0.0335,0.0028,0.4288,0.009,7
uncertainty_query_preference_learner,mobile_shelf_placement,force_damage,nominal,0.568,0.041,0.0787,0.0044,0.0734,0.003,0.4357,0.0074,0.074,0.0026,0.3251,0.0,0.0682,0.0035,0.4617,0.0032,7
uncertainty_query_preference_learner,mobile_shelf_placement,force_damage,seen_shift,0.483,0.0391,0.0916,0.0049,0.0778,0.0022,0.4215,0.0068,0.0791,0.0029,0.3354,0.0,0.0815,0.0029,0.4477,0.0052,7
uncertainty_query_preference_learner,mobile_shelf_placement,force_damage,unseen_object,0.5136,0.079,0.1037,0.0049,0.0803,0.0033,0.4195,0.0047,0.0814,0.0014,0.3405,0.0,0.0881,0.0033,0.4433,0.0047,7
uncertainty_query_preference_learner,mobile_shelf_placement,force_damage,unseen_side_effect,0.4388,0.0358,0.1169,0.004,0.0851,0.0038,0.3988,0.0042,0.0809,0.0021,0.345,0.0,0.1028,0.0038,0.4408,0.006,7
uncertainty_query_preference_learner,mobile_shelf_placement,force_damage,combined_stress,0.4711,0.0423,0.1239,0.0067,0.0839,0.0043,0.397,0.0042,0.0883,0.002,0.3531,0.0,0.1058,0.0034,0.4312,0.0054,7
uncertainty_query_preference_learner,mobile_shelf_placement,object_displacement,nominal,0.5799,0.0278,0.0831,0.0034,0.0699,0.0035,0.4366,0.0034,0.0725,0.0025,0.3247,0.0,0.05,0.0025,0.4658,0.0067,7
