variant,split,seed,episodes,success_rate,tail_risk,calibration_error
observed_only_behavior_clone,nominal,0,600,0.6017,0.3983,0.0029
observed_only_behavior_clone,nominal,1,600,0.5983,0.4017,0.0099
observed_only_behavior_clone,nominal,2,600,0.6033,0.3967,0.0069
observed_only_behavior_clone,nominal,3,600,0.5983,0.4017,0.0030
observed_only_behavior_clone,nominal,4,600,0.5750,0.4250,0.0118
observed_only_behavior_clone,nominal,5,600,0.5800,0.4200,0.0105
observed_only_behavior_clone,nominal,6,600,0.6167,0.3833,0.0245
observed_only_behavior_clone,hidden_mode_shift,0,600,0.3767,0.6233,0.0424
observed_only_behavior_clone,hidden_mode_shift,1,600,0.3967,0.6033,0.0121
observed_only_behavior_clone,hidden_mode_shift,2,600,0.4167,0.5833,0.0001
observed_only_behavior_clone,hidden_mode_shift,3,600,0.4583,0.5417,0.0427
observed_only_behavior_clone,hidden_mode_shift,4,600,0.4233,0.5767,0.0162
observed_only_behavior_clone,hidden_mode_shift,5,600,0.4017,0.5983,0.0092
observed_only_behavior_clone,hidden_mode_shift,6,600,0.3850,0.6150,0.0274
observed_only_behavior_clone,embodiment_shift,0,600,0.4533,0.5467,0.0017
observed_only_behavior_clone,embodiment_shift,1,600,0.4450,0.5550,0.0036
observed_only_behavior_clone,embodiment_shift,2,600,0.4450,0.5550,0.0044
observed_only_behavior_clone,embodiment_shift,3,600,0.4817,0.5183,0.0335
observed_only_behavior_clone,embodiment_shift,4,600,0.4283,0.5717,0.0114
observed_only_behavior_clone,embodiment_shift,5,600,0.4250,0.5750,0.0184
observed_only_behavior_clone,embodiment_shift,6,600,0.4683,0.5317,0.0233
observed_only_behavior_clone,combined_stress,0,600,0.3333,0.6667,0.0007
observed_only_behavior_clone,combined_stress,1,600,0.3233,0.6767,0.0004
observed_only_behavior_clone,combined_stress,2,600,0.3383,0.6617,0.0066
observed_only_behavior_clone,combined_stress,3,600,0.3250,0.6750,0.0056
observed_only_behavior_clone,combined_stress,4,600,0.3233,0.6767,0.0012
observed_only_behavior_clone,combined_stress,5,600,0.3283,0.6717,0.0025
observed_only_behavior_clone,combined_stress,6,600,0.3400,0.6600,0.0126
data_augmentation_wam,nominal,0,600,0.6200,0.3800,0.0176
data_augmentation_wam,nominal,1,600,0.6733,0.3267,0.0211
data_augmentation_wam,nominal,2,600,0.6067,0.3933,0.0376
data_augmentation_wam,nominal,3,600,0.6333,0.3667,0.0037
data_augmentation_wam,nominal,4,600,0.6550,0.3450,0.0134
data_augmentation_wam,nominal,5,600,0.6233,0.3767,0.0183
data_augmentation_wam,nominal,6,600,0.6583,0.3417,0.0052
data_augmentation_wam,hidden_mode_shift,0,600,0.4833,0.5167,0.0039
data_augmentation_wam,hidden_mode_shift,1,600,0.5067,0.4933,0.0047
data_augmentation_wam,hidden_mode_shift,2,600,0.4917,0.5083,0.0023
data_augmentation_wam,hidden_mode_shift,3,600,0.4717,0.5283,0.0077
data_augmentation_wam,hidden_mode_shift,4,600,0.4683,0.5317,0.0229
data_augmentation_wam,hidden_mode_shift,5,600,0.5233,0.4767,0.0320
data_augmentation_wam,hidden_mode_shift,6,600,0.5067,0.4933,0.0038
data_augmentation_wam,embodiment_shift,0,600,0.5133,0.4867,0.0013
data_augmentation_wam,embodiment_shift,1,600,0.4783,0.5217,0.0510
data_augmentation_wam,embodiment_shift,2,600,0.5317,0.4683,0.0103
data_augmentation_wam,embodiment_shift,3,600,0.5150,0.4850,0.0083
data_augmentation_wam,embodiment_shift,4,600,0.4967,0.5033,0.0220
data_augmentation_wam,embodiment_shift,5,600,0.5167,0.4833,0.0020
data_augmentation_wam,embodiment_shift,6,600,0.5500,0.4500,0.0198
data_augmentation_wam,combined_stress,0,600,0.4233,0.5767,0.0071
data_augmentation_wam,combined_stress,1,600,0.4067,0.5933,0.0243
data_augmentation_wam,combined_stress,2,600,0.4533,0.5467,0.0304
data_augmentation_wam,combined_stress,3,600,0.3917,0.6083,0.0167
data_augmentation_wam,combined_stress,4,600,0.4050,0.5950,0.0153
data_augmentation_wam,combined_stress,5,600,0.4217,0.5783,0.0014
data_augmentation_wam,combined_stress,6,600,0.4733,0.5267,0.0415
scalar_uncertainty_planner,nominal,0,600,0.7017,0.2983,0.0131
scalar_uncertainty_planner,nominal,1,600,0.6900,0.3100,0.0151
scalar_uncertainty_planner,nominal,2,600,0.7000,0.3000,0.0082
scalar_uncertainty_planner,nominal,3,600,0.6333,0.3667,0.0407
scalar_uncertainty_planner,nominal,4,600,0.6550,0.3450,0.0365
scalar_uncertainty_planner,nominal,5,600,0.6883,0.3117,0.0140
scalar_uncertainty_planner,nominal,6,600,0.6983,0.3017,0.0075
scalar_uncertainty_planner,hidden_mode_shift,0,600,0.5783,0.4217,0.0113
scalar_uncertainty_planner,hidden_mode_shift,1,600,0.5533,0.4467,0.0001
scalar_uncertainty_planner,hidden_mode_shift,2,600,0.5500,0.4500,0.0203
scalar_uncertainty_planner,hidden_mode_shift,3,600,0.5417,0.4583,0.0108
scalar_uncertainty_planner,hidden_mode_shift,4,600,0.5617,0.4383,0.0083
scalar_uncertainty_planner,hidden_mode_shift,5,600,0.5267,0.4733,0.0261
scalar_uncertainty_planner,hidden_mode_shift,6,600,0.5617,0.4383,0.0076
scalar_uncertainty_planner,embodiment_shift,0,600,0.6183,0.3817,0.0293
scalar_uncertainty_planner,embodiment_shift,1,600,0.5783,0.4217,0.0029
scalar_uncertainty_planner,embodiment_shift,2,600,0.5783,0.4217,0.0140
scalar_uncertainty_planner,embodiment_shift,3,600,0.6133,0.3867,0.0388
scalar_uncertainty_planner,embodiment_shift,4,600,0.5950,0.4050,0.0030
scalar_uncertainty_planner,embodiment_shift,5,600,0.5733,0.4267,0.0015
scalar_uncertainty_planner,embodiment_shift,6,600,0.5783,0.4217,0.0130
scalar_uncertainty_planner,combined_stress,0,600,0.4900,0.5100,0.0196
scalar_uncertainty_planner,combined_stress,1,600,0.5167,0.4833,0.0208
scalar_uncertainty_planner,combined_stress,2,600,0.5217,0.4783,0.0088
scalar_uncertainty_planner,combined_stress,3,600,0.4500,0.5500,0.0450
