ablation,task,regime,split,seed,episodes,success,success_probability,side_effect_violation,preference_regret,side_effect_recall,false_alarm,query_cost,damage_rate,data_efficiency_proxy
minus_ambiguous_query_selector,tool_handoff,force_damage,combined_stress,4,84,0.6429,0.5423,0.0678,0.0745,0.5147,0.0952,0.1746,0.0745,0.5394
minus_ambiguous_query_selector,tool_handoff,force_damage,combined_stress,5,84,0.6429,0.5356,0.069,0.0781,0.5192,0.0953,0.1746,0.0737,0.5394
minus_ambiguous_query_selector,tool_handoff,force_damage,combined_stress,6,84,0.5476,0.5487,0.0709,0.0701,0.5084,0.0992,0.1746,0.0785,0.5488
minus_ambiguous_query_selector,tool_handoff,object_displacement,combined_stress,0,84,0.5476,0.5471,0.0555,0.0666,0.5025,0.0927,0.1739,0.047,0.5444
minus_ambiguous_query_selector,tool_handoff,object_displacement,combined_stress,1,84,0.5,0.5393,0.0613,0.0628,0.5,0.0962,0.1739,0.0378,0.5503
minus_ambiguous_query_selector,tool_handoff,object_displacement,combined_stress,2,84,0.5595,0.5445,0.0745,0.0714,0.5041,0.0934,0.1739,0.0493,0.5363
minus_ambiguous_query_selector,tool_handoff,object_displacement,combined_stress,3,84,0.5714,0.5512,0.0657,0.0767,0.511,0.0933,0.1739,0.0499,0.5421
minus_ambiguous_query_selector,tool_handoff,object_displacement,combined_stress,4,84,0.5595,0.5461,0.0669,0.0732,0.5008,0.0968,0.1739,0.0439,0.5441
minus_ambiguous_query_selector,tool_handoff,object_displacement,combined_stress,5,84,0.5714,0.5419,0.063,0.0831,0.5185,0.1007,0.1739,0.0536,0.55
minus_ambiguous_query_selector,tool_handoff,object_displacement,combined_stress,6,84,0.5476,0.5507,0.0681,0.0746,0.5117,0.1005,0.1739,0.0503,0.5492
minus_ambiguous_query_selector,tool_handoff,clutter_accumulation,combined_stress,0,84,0.5,0.527,0.0633,0.0765,0.5061,0.0944,0.1749,0.0513,0.5381
minus_ambiguous_query_selector,tool_handoff,clutter_accumulation,combined_stress,1,84,0.5238,0.5509,0.0712,0.0736,0.5285,0.0941,0.1749,0.038,0.5445
minus_ambiguous_query_selector,tool_handoff,clutter_accumulation,combined_stress,2,84,0.5833,0.5329,0.0628,0.0777,0.5132,0.0923,0.1749,0.0545,0.5416
minus_ambiguous_query_selector,tool_handoff,clutter_accumulation,combined_stress,3,84,0.5595,0.5434,0.0714,0.0725,0.5194,0.1008,0.1749,0.0467,0.5536
minus_ambiguous_query_selector,tool_handoff,clutter_accumulation,combined_stress,4,84,0.5833,0.5525,0.063,0.0739,0.5217,0.0981,0.1749,0.0472,0.5552
minus_ambiguous_query_selector,tool_handoff,clutter_accumulation,combined_stress,5,84,0.5595,0.5364,0.066,0.075,0.5306,0.0966,0.1749,0.0466,0.5348
minus_ambiguous_query_selector,tool_handoff,clutter_accumulation,combined_stress,6,84,0.5357,0.5302,0.0629,0.0696,0.5194,0.0946,0.1749,0.044,0.552
minus_ambiguous_query_selector,tool_handoff,unstable_placement,combined_stress,0,84,0.5476,0.5275,0.0889,0.0815,0.5025,0.0907,0.1753,0.0594,0.5375
minus_ambiguous_query_selector,tool_handoff,unstable_placement,combined_stress,1,84,0.5,0.5364,0.0857,0.0903,0.4991,0.0974,0.1753,0.0703,0.5531
minus_ambiguous_query_selector,tool_handoff,unstable_placement,combined_stress,2,84,0.5,0.5392,0.0784,0.0761,0.5219,0.0961,0.1753,0.0543,0.5422
minus_ambiguous_query_selector,tool_handoff,unstable_placement,combined_stress,3,84,0.5714,0.5318,0.081,0.0787,0.5213,0.0953,0.1753,0.0622,0.5645
minus_ambiguous_query_selector,tool_handoff,unstable_placement,combined_stress,4,84,0.5119,0.5315,0.0796,0.0801,0.5292,0.0955,0.1753,0.0631,0.5434
minus_ambiguous_query_selector,tool_handoff,unstable_placement,combined_stress,5,84,0.5,0.5365,0.0846,0.0889,0.5135,0.1011,0.1753,0.0566,0.5372
minus_ambiguous_query_selector,tool_handoff,unstable_placement,combined_stress,6,84,0.6071,0.5316,0.079,0.0732,0.5126,0.093,0.1753,0.067,0.5429
minus_ambiguous_query_selector,tool_handoff,irreversible_change,combined_stress,0,84,0.5119,0.5226,0.0925,0.087,0.5132,0.1011,0.1756,0.0813,0.5435
minus_ambiguous_query_selector,tool_handoff,irreversible_change,combined_stress,1,84,0.5,0.523,0.0868,0.0893,0.504,0.089,0.1756,0.0761,0.5431
minus_ambiguous_query_selector,tool_handoff,irreversible_change,combined_stress,2,84,0.4405,0.5253,0.0921,0.0846,0.5142,0.0909,0.1756,0.0749,0.5362
minus_ambiguous_query_selector,tool_handoff,irreversible_change,combined_stress,3,84,0.4762,0.5215,0.0806,0.0889,0.5035,0.0965,0.1756,0.074,0.542
minus_ambiguous_query_selector,tool_handoff,irreversible_change,combined_stress,4,84,0.5357,0.5276,0.0872,0.0867,0.5333,0.0944,0.1756,0.0709,0.5459
minus_ambiguous_query_selector,tool_handoff,irreversible_change,combined_stress,5,84,0.5357,0.5087,0.0799,0.0818,0.5014,0.0985,0.1756,0.078,0.5339
minus_ambiguous_query_selector,tool_handoff,irreversible_change,combined_stress,6,84,0.5238,0.5228,0.0813,0.0789,0.5098,0.0973,0.1756,0.0776,0.5323
minus_ambiguous_query_selector,tool_handoff,combined_side_effect_stress,combined_stress,0,84,0.5238,0.5088,0.1173,0.0922,0.5131,0.0965,0.1776,0.0825,0.5435
minus_ambiguous_query_selector,tool_handoff,combined_side_effect_stress,combined_stress,1,84,0.5,0.496,0.1187,0.0994,0.5276,0.0922,0.1776,0.0843,0.5521
minus_ambiguous_query_selector,tool_handoff,combined_side_effect_stress,combined_stress,2,84,0.5595,0.5107,0.1185,0.0925,0.5106,0.1036,0.1776,0.0885,0.542
minus_ambiguous_query_selector,tool_handoff,combined_side_effect_stress,combined_stress,3,84,0.4762,0.509,0.124,0.0938,0.5025,0.0965,0.1776,0.0859,0.5389
minus_ambiguous_query_selector,tool_handoff,combined_side_effect_stress,combined_stress,4,84,0.4286,0.5285,0.1174,0.0967,0.5368,0.0961,0.1776,0.0814,0.5429
minus_ambiguous_query_selector,tool_handoff,combined_side_effect_stress,combined_stress,5,84,0.5119,0.5016,0.1022,0.0917,0.5276,0.0961,0.1776,0.092,0.5503
minus_ambiguous_query_selector,tool_handoff,combined_side_effect_stress,combined_stress,6,84,0.4881,0.509,0.1133,0.0993,0.5202,0.0923,0.1776,0.0904,0.5499
minus_ambiguous_query_selector,mobile_shelf_placement,nominal,combined_stress,0,84,0.5357,0.5639,0.0289,0.0602,0.5258,0.0975,0.1639,0.0283,0.5503
minus_ambiguous_query_selector,mobile_shelf_placement,nominal,combined_stress,1,84,0.5595,0.5876,0.0251,0.0549,0.5422,0.093,0.1639,0.0213,0.5411
minus_ambiguous_query_selector,mobile_shelf_placement,nominal,combined_stress,2,84,0.6548,0.5775,0.0313,0.063,0.5138,0.0921,0.1639,0.0314,0.5378
minus_ambiguous_query_selector,mobile_shelf_placement,nominal,combined_stress,3,84,0.6429,0.5951,0.0242,0.0489,0.5219,0.0949,0.1639,0.0323,0.5521
minus_ambiguous_query_selector,mobile_shelf_placement,nominal,combined_stress,4,84,0.631,0.5754,0.0373,0.0588,0.5222,0.1018,0.1639,0.03,0.5424
minus_ambiguous_query_selector,mobile_shelf_placement,nominal,combined_stress,5,84,0.5119,0.5826,0.0293,0.0617,0.5125,0.0986,0.1639,0.0332,0.5457
minus_ambiguous_query_selector,mobile_shelf_placement,nominal,combined_stress,6,84,0.631,0.5806,0.0383,0.0606,0.5235,0.0953,0.1639,0.0251,0.5507
minus_ambiguous_query_selector,mobile_shelf_placement,force_damage,combined_stress,0,84,0.5238,0.5378,0.0718,0.0733,0.5108,0.1019,0.1746,0.0662,0.5396
minus_ambiguous_query_selector,mobile_shelf_placement,force_damage,combined_stress,1,84,0.4643,0.5279,0.0835,0.0764,0.525,0.0975,0.1746,0.0654,0.5398
minus_ambiguous_query_selector,mobile_shelf_placement,force_damage,combined_stress,2,84,0.5119,0.5459,0.0681,0.0752,0.5134,0.0955,0.1746,0.0675,0.5442
minus_ambiguous_query_selector,mobile_shelf_placement,force_damage,combined_stress,3,84,0.5238,0.5507,0.0733,0.0699,0.513,0.0949,0.1746,0.0716,0.5409
minus_ambiguous_query_selector,mobile_shelf_placement,force_damage,combined_stress,4,84,0.5,0.5384,0.0754,0.0788,0.512,0.0981,0.1746,0.0733,0.5472
minus_ambiguous_query_selector,mobile_shelf_placement,force_damage,combined_stress,5,84,0.6071,0.5366,0.0732,0.0748,0.5115,0.0911,0.1746,0.0719,0.5468
minus_ambiguous_query_selector,mobile_shelf_placement,force_damage,combined_stress,6,84,0.5238,0.5406,0.0659,0.0696,0.5021,0.0989,0.1746,0.0679,0.5315
minus_ambiguous_query_selector,mobile_shelf_placement,object_displacement,combined_stress,0,84,0.5833,0.5374,0.0782,0.0725,0.4954,0.092,0.1739,0.0506,0.5503
minus_ambiguous_query_selector,mobile_shelf_placement,object_displacement,combined_stress,1,84,0.4762,0.5655,0.0733,0.0705,0.5059,0.0958,0.1739,0.0445,0.5253
minus_ambiguous_query_selector,mobile_shelf_placement,object_displacement,combined_stress,2,84,0.6071,0.5547,0.0812,0.0701,0.5178,0.0974,0.1739,0.0451,0.5428
minus_ambiguous_query_selector,mobile_shelf_placement,object_displacement,combined_stress,3,84,0.5476,0.5508,0.0747,0.0708,0.5008,0.0976,0.1739,0.0482,0.5395
minus_ambiguous_query_selector,mobile_shelf_placement,object_displacement,combined_stress,4,84,0.5833,0.5423,0.0795,0.0783,0.5264,0.0943,0.1739,0.0455,0.5443
minus_ambiguous_query_selector,mobile_shelf_placement,object_displacement,combined_stress,5,84,0.4524,0.545,0.0733,0.0711,0.5121,0.0989,0.1739,0.0399,0.55
minus_ambiguous_query_selector,mobile_shelf_placement,object_displacement,combined_stress,6,84,0.5119,0.5533,0.0766,0.0722,0.5115,0.0959,0.1739,0.0486,0.5378
minus_ambiguous_query_selector,mobile_shelf_placement,clutter_accumulation,combined_stress,0,84,0.5119,0.5538,0.0796,0.0774,0.5026,0.0907,0.1749,0.0518,0.5386
minus_ambiguous_query_selector,mobile_shelf_placement,clutter_accumulation,combined_stress,1,84,0.4643,0.5434,0.0774,0.0728,0.517,0.0963,0.1749,0.0535,0.5403
minus_ambiguous_query_selector,mobile_shelf_placement,clutter_accumulation,combined_stress,2,84,0.5,0.5482,0.0692,0.0755,0.5073,0.096,0.1749,0.053,0.5318
minus_ambiguous_query_selector,mobile_shelf_placement,clutter_accumulation,combined_stress,3,84,0.619,0.5487,0.0728,0.074,0.5065,0.091,0.1749,0.0414,0.5382
minus_ambiguous_query_selector,mobile_shelf_placement,clutter_accumulation,combined_stress,4,84,0.5595,0.5527,0.0864,0.0777,0.5112,0.0965,0.1749,0.0412,0.5466
minus_ambiguous_query_selector,mobile_shelf_placement,clutter_accumulation,combined_stress,5,84,0.5357,0.546,0.0792,0.0714,0.4954,0.0996,0.1749,0.0492,0.5375
minus_ambiguous_query_selector,mobile_shelf_placement,clutter_accumulation,combined_stress,6,84,0.5595,0.5527,0.069,0.0757,0.5123,0.0933,0.1749,0.0406,0.5453
minus_ambiguous_query_selector,mobile_shelf_placement,unstable_placement,combined_stress,0,84,0.5357,0.5297,0.093,0.0905,0.5236,0.0901,0.1753,0.0599,0.547
minus_ambiguous_query_selector,mobile_shelf_placement,unstable_placement,combined_stress,1,84,0.5833,0.5401,0.0968,0.0834,0.5134,0.092,0.1753,0.058,0.5456
minus_ambiguous_query_selector,mobile_shelf_placement,unstable_placement,combined_stress,2,84,0.619,0.5569,0.0972,0.0789,0.5083,0.0947,0.1753,0.053,0.5536
minus_ambiguous_query_selector,mobile_shelf_placement,unstable_placement,combined_stress,3,84,0.5476,0.546,0.0949,0.0844,0.5221,0.0903,0.1753,0.0648,0.5387
minus_ambiguous_query_selector,mobile_shelf_placement,unstable_placement,combined_stress,4,84,0.5952,0.5517,0.0909,0.0761,0.5181,0.1049,0.1753,0.0582,0.5437
minus_ambiguous_query_selector,mobile_shelf_placement,unstable_placement,combined_stress,5,84,0.5357,0.5414,0.0885,0.08,0.4942,0.096,0.1753,0.061,0.539
minus_ambiguous_query_selector,mobile_shelf_placement,unstable_placement,combined_stress,6,84,0.5595,0.5395,0.0842,0.0847,0.518,0.1054,0.1753,0.0635,0.5452
minus_ambiguous_query_selector,mobile_shelf_placement,irreversible_change,combined_stress,0,84,0.4762,0.5263,0.0894,0.0915,0.4952,0.0954,0.1756,0.0673,0.5334
minus_ambiguous_query_selector,mobile_shelf_placement,irreversible_change,combined_stress,1,84,0.5357,0.5332,0.0946,0.0858,0.5139,0.1011,0.1756,0.0715,0.5301
minus_ambiguous_query_selector,mobile_shelf_placement,irreversible_change,combined_stress,2,84,0.5476,0.5388,0.0931,0.0865,0.5237,0.1,0.1756,0.0683,0.5393
minus_ambiguous_query_selector,mobile_shelf_placement,irreversible_change,combined_stress,3,84,0.4524,0.5436,0.0961,0.0862,0.515,0.0917,0.1756,0.0705,0.5387
minus_ambiguous_query_selector,mobile_shelf_placement,irreversible_change,combined_stress,4,84,0.5357,0.545,0.091,0.0811,0.532,0.0963,0.1756,0.0685,0.535
minus_ambiguous_query_selector,mobile_shelf_placement,irreversible_change,combined_stress,5,84,0.5952,0.5214,0.0895,0.0841,0.5251,0.0948,0.1756,0.066,0.5287
minus_ambiguous_query_selector,mobile_shelf_placement,irreversible_change,combined_stress,6,84,0.5833,0.5439,0.0982,0.0865,0.4975,0.1005,0.1756,0.068,0.5531
minus_ambiguous_query_selector,mobile_shelf_placement,combined_side_effect_stress,combined_stress,0,84,0.5476,0.5095,0.1273,0.0992,0.5144,0.0934,0.1776,0.0818,0.5235
minus_ambiguous_query_selector,mobile_shelf_placement,combined_side_effect_stress,combined_stress,1,84,0.4762,0.5222,0.1242,0.0888,0.5219,0.0971,0.1776,0.0831,0.5355
minus_ambiguous_query_selector,mobile_shelf_placement,combined_side_effect_stress,combined_stress,2,84,0.4286,0.5073,0.1364,0.0966,0.5337,0.0978,0.1776,0.08,0.5401
minus_ambiguous_query_selector,mobile_shelf_placement,combined_side_effect_stress,combined_stress,3,84,0.4881,0.512,0.1247,0.1028,0.5256,0.0949,0.1776,0.0869,0.5509
minus_ambiguous_query_selector,mobile_shelf_placement,combined_side_effect_stress,combined_stress,4,84,0.381,0.5216,0.1262,0.0946,0.5183,0.0905,0.1776,0.084,0.5486
minus_ambiguous_query_selector,mobile_shelf_placement,combined_side_effect_stress,combined_stress,5,84,0.619,0.5105,0.1303,0.092,0.518,0.1012,0.1776,0.0882,0.5459
minus_ambiguous_query_selector,mobile_shelf_placement,combined_side_effect_stress,combined_stress,6,84,0.5476,0.5175,0.1318,0.0961,0.507,0.1025,0.1776,0.0799,0.533
minus_constraint_aggregator,table_clearing,nominal,combined_stress,0,84,0.5833,0.5976,0.0307,0.0593,0.5216,0.0805,0.1823,0.0285,0.5093
minus_constraint_aggregator,table_clearing,nominal,combined_stress,1,84,0.5595,0.607,0.0317,0.0638,0.5301,0.0838,0.1823,0.0347,0.5183
minus_constraint_aggregator,table_clearing,nominal,combined_stress,2,84,0.5714,0.6046,0.0242,0.0565,0.5367,0.0821,0.1823,0.03,0.5063
minus_constraint_aggregator,table_clearing,nominal,combined_stress,3,84,0.5833,0.5835,0.0211,0.0537,0.5287,0.0773,0.1823,0.0287,0.5155
minus_constraint_aggregator,table_clearing,nominal,combined_stress,4,84,0.5357,0.5923,0.0308,0.0565,0.528,0.082,0.1823,0.0285,0.5243
minus_constraint_aggregator,table_clearing,nominal,combined_stress,5,84,0.6667,0.5928,0.0319,0.066,0.5369,0.0854,0.1823,0.0252,0.5257
minus_constraint_aggregator,table_clearing,nominal,combined_stress,6,84,0.5833,0.5877,0.0357,0.057,0.5257,0.0784,0.1823,0.0325,0.5239
minus_constraint_aggregator,table_clearing,force_damage,combined_stress,0,84,0.619,0.5603,0.069,0.0741,0.5425,0.0804,0.193,0.0787,0.5209
minus_constraint_aggregator,table_clearing,force_damage,combined_stress,1,84,0.4643,0.5504,0.0614,0.0644,0.5312,0.0782,0.193,0.0815,0.5193
minus_constraint_aggregator,table_clearing,force_damage,combined_stress,2,84,0.5238,0.5642,0.0665,0.0695,0.5371,0.0814,0.193,0.0779,0.5288
minus_constraint_aggregator,table_clearing,force_damage,combined_stress,3,84,0.6071,0.5541,0.0648,0.0718,0.5098,0.0784,0.193,0.0786,0.523
minus_constraint_aggregator,table_clearing,force_damage,combined_stress,4,84,0.5714,0.5566,0.0643,0.0658,0.529,0.0774,0.193,0.0879,0.5095
minus_constraint_aggregator,table_clearing,force_damage,combined_stress,5,84,0.5833,0.5492,0.0671,0.0771,0.5209,0.0793,0.193,0.0866,0.5055
minus_constraint_aggregator,table_clearing,force_damage,combined_stress,6,84,0.4881,0.5487,0.0645,0.0667,0.5444,0.0849,0.193,0.0765,0.5071
minus_constraint_aggregator,table_clearing,object_displacement,combined_stress,0,84,0.5595,0.5774,0.073,0.0734,0.5053,0.0744,0.1923,0.0547,0.5182
minus_constraint_aggregator,table_clearing,object_displacement,combined_stress,1,84,0.4762,0.5528,0.0796,0.0714,0.524,0.0753,0.1923,0.0498,0.5175
minus_constraint_aggregator,table_clearing,object_displacement,combined_stress,2,84,0.4524,0.5674,0.0809,0.0737,0.5167,0.0747,0.1923,0.0498,0.5142
minus_constraint_aggregator,table_clearing,object_displacement,combined_stress,3,84,0.5595,0.5686,0.08,0.0635,0.5391,0.0816,0.1923,0.0561,0.5102
minus_constraint_aggregator,table_clearing,object_displacement,combined_stress,4,84,0.5357,0.5652,0.0778,0.0681,0.5305,0.0821,0.1923,0.0566,0.5133
minus_constraint_aggregator,table_clearing,object_displacement,combined_stress,5,84,0.5119,0.5585,0.081,0.0683,0.5339,0.0761,0.1923,0.0561,0.5172
minus_constraint_aggregator,table_clearing,object_displacement,combined_stress,6,84,0.619,0.5779,0.0752,0.0744,0.5338,0.0756,0.1923,0.0592,0.5232
minus_constraint_aggregator,table_clearing,clutter_accumulation,combined_stress,0,84,0.5119,0.5601,0.0793,0.0712,0.5414,0.0748,0.1933,0.0663,0.5098
minus_constraint_aggregator,table_clearing,clutter_accumulation,combined_stress,1,84,0.6071,0.5581,0.0786,0.0719,0.5096,0.0772,0.1933,0.0561,0.5126
minus_constraint_aggregator,table_clearing,clutter_accumulation,combined_stress,2,84,0.5357,0.5626,0.0799,0.0756,0.5212,0.0704,0.1933,0.0587,0.5169
minus_constraint_aggregator,table_clearing,clutter_accumulation,combined_stress,3,84,0.4643,0.5549,0.0849,0.077,0.5335,0.076,0.1933,0.0637,0.5305
minus_constraint_aggregator,table_clearing,clutter_accumulation,combined_stress,4,84,0.631,0.5611,0.086,0.0751,0.5366,0.0838,0.1933,0.0562,0.5186
minus_constraint_aggregator,table_clearing,clutter_accumulation,combined_stress,5,84,0.5476,0.5658,0.0833,0.0685,0.5279,0.0717,0.1933,0.0603,0.5283
minus_constraint_aggregator,table_clearing,clutter_accumulation,combined_stress,6,84,0.6429,0.5546,0.078,0.0762,0.5134,0.0749,0.1933,0.0524,0.5241
minus_constraint_aggregator,table_clearing,unstable_placement,combined_stress,0,84,0.5238,0.5526,0.0853,0.081,0.5258,0.0831,0.1937,0.0762,0.5192
minus_constraint_aggregator,table_clearing,unstable_placement,combined_stress,1,84,0.6667,0.5582,0.087,0.0817,0.5147,0.0785,0.1937,0.0782,0.5288
minus_constraint_aggregator,table_clearing,unstable_placement,combined_stress,2,84,0.5119,0.5361,0.0755,0.077,0.4981,0.0761,0.1937,0.0728,0.5051
minus_constraint_aggregator,table_clearing,unstable_placement,combined_stress,3,84,0.5357,0.5627,0.0876,0.0781,0.534,0.0783,0.1937,0.074,0.515
minus_constraint_aggregator,table_clearing,unstable_placement,combined_stress,4,84,0.5476,0.5534,0.0838,0.076,0.5304,0.0721,0.1937,0.074,0.539
minus_constraint_aggregator,table_clearing,unstable_placement,combined_stress,5,84,0.4881,0.555,0.083,0.0765,0.5028,0.0757,0.1937,0.0702,0.5219
minus_constraint_aggregator,table_clearing,unstable_placement,combined_stress,6,84,0.6548,0.554,0.0913,0.0792,0.5186,0.0786,0.1937,0.0732,0.519
minus_constraint_aggregator,table_clearing,irreversible_change,combined_stress,0,84,0.5952,0.5567,0.0876,0.0828,0.5247,0.0788,0.194,0.0975,0.5141
minus_constraint_aggregator,table_clearing,irreversible_change,combined_stress,1,84,0.6429,0.5471,0.0945,0.0802,0.5335,0.074,0.194,0.0898,0.5136
minus_constraint_aggregator,table_clearing,irreversible_change,combined_stress,2,84,0.5476,0.5495,0.0889,0.0802,0.5114,0.0706,0.194,0.0862,0.5252
minus_constraint_aggregator,table_clearing,irreversible_change,combined_stress,3,84,0.4524,0.5407,0.0884,0.0832,0.5225,0.0734,0.194,0.0885,0.5127
minus_constraint_aggregator,table_clearing,irreversible_change,combined_stress,4,84,0.5119,0.5443,0.0961,0.0801,0.5179,0.0721,0.194,0.0958,0.5239
minus_constraint_aggregator,table_clearing,irreversible_change,combined_stress,5,84,0.5476,0.5514,0.0921,0.0875,0.5163,0.0849,0.194,0.0927,0.5313
minus_constraint_aggregator,table_clearing,irreversible_change,combined_stress,6,84,0.5714,0.5553,0.0848,0.0826,0.5307,0.0767,0.194,0.0945,0.5126
minus_constraint_aggregator,table_clearing,combined_side_effect_stress,combined_stress,0,84,0.4405,0.5343,0.1308,0.0914,0.5189,0.0814,0.196,0.1043,0.5024
minus_constraint_aggregator,table_clearing,combined_side_effect_stress,combined_stress,1,84,0.4048,0.5368,0.1205,0.0873,0.5291,0.0815,0.196,0.1122,0.5058
minus_constraint_aggregator,table_clearing,combined_side_effect_stress,combined_stress,2,84,0.5,0.5348,0.121,0.0801,0.526,0.082,0.196,0.1033,0.5138
minus_constraint_aggregator,table_clearing,combined_side_effect_stress,combined_stress,3,84,0.5357,0.5461,0.1186,0.0864,0.5258,0.0797,0.196,0.1071,0.5271
minus_constraint_aggregator,table_clearing,combined_side_effect_stress,combined_stress,4,84,0.4286,0.5345,0.1195,0.0896,0.532,0.078,0.196,0.107,0.5217
minus_constraint_aggregator,table_clearing,combined_side_effect_stress,combined_stress,5,84,0.6905,0.5421,0.125,0.0879,0.5373,0.0838,0.196,0.1062,0.5049
minus_constraint_aggregator,table_clearing,combined_side_effect_stress,combined_stress,6,84,0.5119,0.5358,0.1191,0.0901,0.5301,0.079,0.196,0.1035,0.5143
minus_constraint_aggregator,drawer_retrieval,nominal,combined_stress,0,84,0.5714,0.5939,0.0289,0.0512,0.5394,0.0774,0.1823,0.0322,0.5251
minus_constraint_aggregator,drawer_retrieval,nominal,combined_stress,1,84,0.4881,0.5906,0.0334,0.061,0.5362,0.0788,0.1823,0.0334,0.5153
minus_constraint_aggregator,drawer_retrieval,nominal,combined_stress,2,84,0.5952,0.5908,0.0293,0.0543,0.5164,0.0771,0.1823,0.0342,0.5217
minus_constraint_aggregator,drawer_retrieval,nominal,combined_stress,3,84,0.5595,0.588,0.0353,0.0608,0.5192,0.0807,0.1823,0.0313,0.5094
minus_constraint_aggregator,drawer_retrieval,nominal,combined_stress,4,84,0.6429,0.5882,0.0269,0.0649,0.5271,0.0793,0.1823,0.0319,0.5172
minus_constraint_aggregator,drawer_retrieval,nominal,combined_stress,5,84,0.5357,0.596,0.0302,0.0571,0.5076,0.0798,0.1823,0.0305,0.5164
minus_constraint_aggregator,drawer_retrieval,nominal,combined_stress,6,84,0.5595,0.5878,0.0246,0.0543,0.5364,0.0844,0.1823,0.0309,0.5205
minus_constraint_aggregator,drawer_retrieval,force_damage,combined_stress,0,84,0.5595,0.5539,0.071,0.0757,0.5174,0.0777,0.193,0.0881,0.5179
minus_constraint_aggregator,drawer_retrieval,force_damage,combined_stress,1,84,0.6667,0.5418,0.075,0.0687,0.5184,0.0772,0.193,0.0903,0.5344
minus_constraint_aggregator,drawer_retrieval,force_damage,combined_stress,2,84,0.5,0.5466,0.0641,0.0639,0.524,0.086,0.193,0.0858,0.4993
minus_constraint_aggregator,drawer_retrieval,force_damage,combined_stress,3,84,0.5476,0.5429,0.0703,0.073,0.5256,0.0775,0.193,0.087,0.5126
minus_constraint_aggregator,drawer_retrieval,force_damage,combined_stress,4,84,0.5357,0.5453,0.0699,0.0692,0.5304,0.0808,0.193,0.0874,0.5197
minus_constraint_aggregator,drawer_retrieval,force_damage,combined_stress,5,84,0.5595,0.5504,0.0669,0.0731,0.5494,0.0789,0.193,0.0917,0.5217
minus_constraint_aggregator,drawer_retrieval,force_damage,combined_stress,6,84,0.4762,0.5525,0.0716,0.0805,0.5236,0.082,0.193,0.0892,0.5268
minus_constraint_aggregator,drawer_retrieval,object_displacement,combined_stress,0,84,0.5952,0.5662,0.062,0.069,0.5315,0.0765,0.1923,0.0552,0.5196
minus_constraint_aggregator,drawer_retrieval,object_displacement,combined_stress,1,84,0.5714,0.5527,0.0736,0.0685,0.5297,0.0804,0.1923,0.0567,0.5106
minus_constraint_aggregator,drawer_retrieval,object_displacement,combined_stress,2,84,0.5,0.5579,0.0722,0.067,0.5255,0.0781,0.1923,0.062,0.5066
minus_constraint_aggregator,drawer_retrieval,object_displacement,combined_stress,3,84,0.5714,0.5732,0.0668,0.0638,0.5411,0.0751,0.1923,0.0576,0.524
minus_constraint_aggregator,drawer_retrieval,object_displacement,combined_stress,4,84,0.6667,0.5551,0.0682,0.0673,0.5318,0.0742,0.1923,0.0541,0.5263
minus_constraint_aggregator,drawer_retrieval,object_displacement,combined_stress,5,84,0.619,0.5622,0.0643,0.0676,0.5144,0.0759,0.1923,0.058,0.5185
minus_constraint_aggregator,drawer_retrieval,object_displacement,combined_stress,6,84,0.5119,0.5706,0.0728,0.0721,0.5218,0.0738,0.1923,0.0577,0.5252
minus_constraint_aggregator,drawer_retrieval,clutter_accumulation,combined_stress,0,84,0.5833,0.5563,0.0662,0.0687,0.5415,0.0745,0.1933,0.0639,0.5203
minus_constraint_aggregator,drawer_retrieval,clutter_accumulation,combined_stress,1,84,0.631,0.5586,0.0619,0.0644,0.5224,0.0731,0.1933,0.0552,0.5239
minus_constraint_aggregator,drawer_retrieval,clutter_accumulation,combined_stress,2,84,0.5833,0.5692,0.0747,0.0723,0.5287,0.084,0.1933,0.0606,0.5247
minus_constraint_aggregator,drawer_retrieval,clutter_accumulation,combined_stress,3,84,0.6429,0.5782,0.0604,0.0715,0.5318,0.0784,0.1933,0.0635,0.5259
minus_constraint_aggregator,drawer_retrieval,clutter_accumulation,combined_stress,4,84,0.4286,0.5542,0.0679,0.0646,0.5371,0.0707,0.1933,0.065,0.5193
minus_constraint_aggregator,drawer_retrieval,clutter_accumulation,combined_stress,5,84,0.619,0.5529,0.0707,0.0668,0.5393,0.0737,0.1933,0.0534,0.5282
minus_constraint_aggregator,drawer_retrieval,clutter_accumulation,combined_stress,6,84,0.5833,0.5469,0.0633,0.0799,0.5194,0.0763,0.1933,0.0629,0.5134
minus_constraint_aggregator,drawer_retrieval,unstable_placement,combined_stress,0,84,0.5714,0.566,0.082,0.079,0.5234,0.0814,0.1937,0.08,0.53
minus_constraint_aggregator,drawer_retrieval,unstable_placement,combined_stress,1,84,0.5714,0.5491,0.0775,0.079,0.5164,0.0767,0.1937,0.0765,0.5002
minus_constraint_aggregator,drawer_retrieval,unstable_placement,combined_stress,2,84,0.5238,0.5449,0.0905,0.0753,0.5145,0.0728,0.1937,0.0788,0.5246
minus_constraint_aggregator,drawer_retrieval,unstable_placement,combined_stress,3,84,0.5714,0.5602,0.0801,0.0809,0.5214,0.0815,0.1937,0.0766,0.504
minus_constraint_aggregator,drawer_retrieval,unstable_placement,combined_stress,4,84,0.6667,0.5418,0.0858,0.0701,0.5168,0.0872,0.1937,0.074,0.5225
