method,split,seed,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss,regret_to_oracle
proposed_side_effect_preference_model_v4,unseen_object,6,80,0.633333,0.011261,0.632858,0.67014,0.009524,0.552068,0.002073,0.042767,0.00258,0.043848,0.002104,0.080023,0.207852,0.067369,0.622558,0.055449,0.076542,0.14927
proposed_side_effect_preference_model_v4,unseen_object,7,80,0.626953,0.009766,0.634398,0.66449,0.008289,0.54976,0.00219,0.043729,0.002526,0.04368,0.00236,0.079794,0.207852,0.067102,0.622813,0.055402,0.076159,0.157718
proposed_side_effect_preference_model_v4,unseen_object,8,80,0.642578,0.012579,0.633625,0.676881,0.010465,0.551054,0.002134,0.043889,0.002458,0.044021,0.002398,0.079749,0.207852,0.067952,0.622332,0.055243,0.076652,0.141085
proposed_side_effect_preference_model_v4,unseen_object,9,80,0.632943,0.012253,0.634934,0.669785,0.010169,0.552616,0.002401,0.043305,0.002358,0.043587,0.00218,0.078798,0.207852,0.067948,0.621505,0.054972,0.076633,0.150435
proposed_side_effect_preference_model_v4,unseen_side_effect,0,80,0.625391,0.01241,0.621168,0.65568,0.010431,0.527897,0.002435,0.043933,0.002493,0.0501,0.002936,0.081752,0.21186,0.069967,0.620627,0.057765,0.079345,0.147499
proposed_side_effect_preference_model_v4,unseen_side_effect,1,80,0.626563,0.011166,0.619992,0.656251,0.009824,0.52762,0.002242,0.044396,0.002711,0.049857,0.002788,0.082579,0.21186,0.070228,0.620754,0.058375,0.080077,0.15399
proposed_side_effect_preference_model_v4,unseen_side_effect,2,80,0.620833,0.010778,0.620942,0.651998,0.008986,0.530366,0.002188,0.044805,0.002496,0.049986,0.002747,0.083001,0.21186,0.069807,0.620771,0.05831,0.080478,0.151852
proposed_side_effect_preference_model_v4,unseen_side_effect,3,80,0.61888,0.01105,0.621253,0.651053,0.009349,0.529831,0.002722,0.044005,0.002559,0.048799,0.002927,0.083043,0.21186,0.069646,0.620736,0.057596,0.079718,0.153282
proposed_side_effect_preference_model_v4,unseen_side_effect,4,80,0.615104,0.011707,0.620735,0.647854,0.010082,0.527853,0.002268,0.044084,0.002687,0.048776,0.00286,0.082348,0.21186,0.068918,0.621693,0.058042,0.080164,0.151844
proposed_side_effect_preference_model_v4,unseen_side_effect,5,80,0.621224,0.011054,0.619816,0.652258,0.009269,0.529097,0.002,0.044561,0.002398,0.049506,0.003024,0.08233,0.21186,0.069832,0.619976,0.058089,0.080591,0.149969
proposed_side_effect_preference_model_v4,unseen_side_effect,6,80,0.606641,0.011992,0.621892,0.641101,0.010494,0.531078,0.002256,0.044264,0.002459,0.050413,0.002876,0.082264,0.21186,0.069596,0.621356,0.058161,0.079674,0.155689
proposed_side_effect_preference_model_v4,unseen_side_effect,7,80,0.625,0.01026,0.622396,0.655542,0.008378,0.529051,0.002258,0.044385,0.00242,0.049348,0.002913,0.08294,0.21186,0.069436,0.621104,0.058247,0.07998,0.151594
proposed_side_effect_preference_model_v4,unseen_side_effect,8,80,0.627083,0.010959,0.620793,0.65728,0.009283,0.529302,0.00228,0.044759,0.002538,0.04907,0.00277,0.082452,0.21186,0.069253,0.620807,0.05773,0.08018,0.142752
proposed_side_effect_preference_model_v4,unseen_side_effect,9,80,0.62487,0.010088,0.620572,0.655339,0.008508,0.530525,0.002202,0.044741,0.002306,0.04996,0.002891,0.082738,0.21186,0.069928,0.620337,0.057869,0.079897,0.146712
proposed_side_effect_preference_model_v4,human_preference_shift,0,80,0.621484,0.011028,0.617426,0.647076,0.00952,0.534065,0.002155,0.044307,0.00278,0.046979,0.002616,0.095612,0.217276,0.074931,0.619122,0.060477,0.12215,0.159343
proposed_side_effect_preference_model_v4,human_preference_shift,1,80,0.615885,0.010928,0.614851,0.642227,0.009099,0.53383,0.002361,0.045775,0.00276,0.046792,0.002551,0.096012,0.217276,0.074965,0.619655,0.060156,0.121823,0.156369
proposed_side_effect_preference_model_v4,human_preference_shift,2,80,0.614062,0.01188,0.615828,0.641173,0.009862,0.532555,0.002207,0.044152,0.002792,0.046543,0.002545,0.095949,0.217276,0.074799,0.620584,0.060267,0.122423,0.158331
proposed_side_effect_preference_model_v4,human_preference_shift,3,80,0.610026,0.01084,0.616658,0.637079,0.009013,0.531696,0.002244,0.045807,0.002535,0.046419,0.002555,0.095167,0.217276,0.074876,0.618599,0.060831,0.122507,0.15881
proposed_side_effect_preference_model_v4,human_preference_shift,4,80,0.621745,0.011546,0.617055,0.64719,0.009566,0.534683,0.002489,0.045672,0.002532,0.046296,0.00264,0.094977,0.217276,0.07475,0.61891,0.060794,0.122207,0.158082
proposed_side_effect_preference_model_v4,human_preference_shift,5,80,0.607161,0.011213,0.615759,0.63515,0.009157,0.533599,0.002187,0.045923,0.002382,0.045824,0.002713,0.094837,0.217276,0.075473,0.617246,0.060314,0.121959,0.173133
proposed_side_effect_preference_model_v4,human_preference_shift,6,80,0.617839,0.012564,0.615702,0.644554,0.010596,0.53408,0.002324,0.044217,0.002522,0.045808,0.002452,0.096212,0.217276,0.074423,0.619527,0.060292,0.122358,0.158713
proposed_side_effect_preference_model_v4,human_preference_shift,7,80,0.61888,0.011609,0.615635,0.644512,0.009884,0.532476,0.002163,0.044987,0.002913,0.046407,0.002669,0.095923,0.217276,0.075025,0.618083,0.060104,0.122058,0.159949
proposed_side_effect_preference_model_v4,human_preference_shift,8,80,0.621615,0.012017,0.615283,0.647093,0.009998,0.533221,0.002145,0.044698,0.002776,0.046318,0.002516,0.095554,0.217276,0.075122,0.619362,0.060169,0.122362,0.165006
proposed_side_effect_preference_model_v4,human_preference_shift,9,80,0.61862,0.011704,0.615986,0.644632,0.009861,0.533409,0.00213,0.044777,0.002886,0.046446,0.002561,0.09611,0.217276,0.074685,0.618383,0.060003,0.121784,0.161528
proposed_side_effect_preference_model_v4,delayed_effects,0,80,0.613672,0.011417,0.612484,0.642089,0.009572,0.535202,0.001976,0.0477,0.002753,0.05079,0.003085,0.08628,0.215825,0.071927,0.619032,0.080002,0.08864,0.151422
proposed_side_effect_preference_model_v4,delayed_effects,1,80,0.615885,0.010165,0.612996,0.644436,0.008906,0.536977,0.001809,0.047186,0.002569,0.050249,0.002875,0.087034,0.215825,0.072508,0.619433,0.07928,0.088705,0.151616
proposed_side_effect_preference_model_v4,delayed_effects,2,80,0.609245,0.012948,0.612173,0.638954,0.010363,0.535606,0.002258,0.046788,0.002744,0.050662,0.003004,0.086511,0.215825,0.072219,0.619178,0.079319,0.088622,0.157914
proposed_side_effect_preference_model_v4,delayed_effects,3,80,0.616406,0.012088,0.611428,0.644581,0.010312,0.533991,0.002104,0.046165,0.002511,0.050689,0.002932,0.086635,0.215825,0.072458,0.619403,0.079383,0.088263,0.153312
proposed_side_effect_preference_model_v4,delayed_effects,4,80,0.611979,0.010838,0.612977,0.640638,0.009124,0.53458,0.002373,0.047622,0.002642,0.050798,0.003032,0.086576,0.215825,0.072371,0.619204,0.079307,0.088567,0.153493
proposed_side_effect_preference_model_v4,delayed_effects,5,80,0.60638,0.012044,0.611443,0.636423,0.010094,0.534435,0.002136,0.04668,0.002637,0.050386,0.003106,0.08696,0.215825,0.072374,0.61972,0.080077,0.089191,0.167391
proposed_side_effect_preference_model_v4,delayed_effects,6,80,0.615755,0.011497,0.612654,0.643817,0.009845,0.534033,0.002206,0.046612,0.002707,0.050957,0.002903,0.086789,0.215825,0.073187,0.620064,0.079335,0.088314,0.147683
proposed_side_effect_preference_model_v4,delayed_effects,7,80,0.597656,0.010523,0.611653,0.628953,0.00908,0.534715,0.002359,0.04736,0.002718,0.051323,0.003016,0.086517,0.215825,0.073472,0.619693,0.080426,0.088589,0.170485
proposed_side_effect_preference_model_v4,delayed_effects,8,80,0.622917,0.010647,0.613449,0.649346,0.009139,0.532966,0.001883,0.046977,0.002478,0.049919,0.002924,0.087047,0.215825,0.072613,0.619544,0.080631,0.088714,0.153425
proposed_side_effect_preference_model_v4,delayed_effects,9,80,0.610417,0.009503,0.611052,0.63957,0.008603,0.534918,0.002117,0.047365,0.002693,0.050164,0.002989,0.087791,0.215825,0.072591,0.619174,0.079085,0.088426,0.156152
proposed_side_effect_preference_model_v4,latent_damage_shift,0,80,0.604297,0.009963,0.604946,0.631214,0.008797,0.526017,0.002224,0.048248,0.002794,0.052522,0.003133,0.090143,0.218261,0.073464,0.617655,0.074411,0.094154,0.153167
proposed_side_effect_preference_model_v4,latent_damage_shift,1,80,0.595964,0.010142,0.604542,0.625214,0.009003,0.52771,0.002102,0.048598,0.002668,0.051161,0.002862,0.089473,0.218261,0.073238,0.618531,0.076096,0.093697,0.1705
proposed_side_effect_preference_model_v4,latent_damage_shift,2,80,0.605078,0.013678,0.605456,0.632736,0.011755,0.529009,0.002029,0.047535,0.002983,0.052631,0.003007,0.089669,0.218261,0.073821,0.619094,0.075138,0.093707,0.160887
proposed_side_effect_preference_model_v4,latent_damage_shift,3,80,0.613021,0.011266,0.605799,0.639305,0.009868,0.529512,0.002203,0.048554,0.002628,0.050798,0.003041,0.089753,0.218261,0.073575,0.618539,0.074497,0.094365,0.156817
proposed_side_effect_preference_model_v4,latent_damage_shift,4,80,0.611719,0.011194,0.607195,0.638044,0.009589,0.527625,0.00226,0.047871,0.002764,0.050889,0.003154,0.089089,0.218261,0.073849,0.618387,0.07508,0.094534,0.14654
proposed_side_effect_preference_model_v4,latent_damage_shift,5,80,0.601042,0.011676,0.605414,0.628956,0.009902,0.526867,0.002254,0.048986,0.002707,0.050739,0.003059,0.088977,0.218261,0.074152,0.617375,0.075507,0.093633,0.165384
proposed_side_effect_preference_model_v4,latent_damage_shift,6,80,0.617578,0.012096,0.605424,0.642687,0.010358,0.528144,0.002089,0.047433,0.002675,0.052063,0.002999,0.090159,0.218261,0.073093,0.618964,0.075062,0.094846,0.155954
proposed_side_effect_preference_model_v4,latent_damage_shift,7,80,0.621354,0.011758,0.607809,0.645557,0.010148,0.526781,0.002244,0.047751,0.002922,0.050944,0.003138,0.090247,0.218261,0.074087,0.619666,0.075577,0.094692,0.149338
proposed_side_effect_preference_model_v4,latent_damage_shift,8,80,0.597656,0.011337,0.604619,0.626105,0.00994,0.527102,0.00223,0.049349,0.002795,0.0513,0.002944,0.08978,0.218261,0.073423,0.617675,0.074861,0.094013,0.162138
proposed_side_effect_preference_model_v4,latent_damage_shift,9,80,0.605208,0.01232,0.60661,0.633596,0.010416,0.530388,0.001857,0.047236,0.002722,0.051184,0.003125,0.089806,0.218261,0.073169,0.619003,0.074826,0.094419,0.156641
proposed_side_effect_preference_model_v4,combined_stress,0,80,0.594922,0.010189,0.595003,0.617025,0.008621,0.521798,0.002689,0.051241,0.002955,0.053195,0.003121,0.098627,0.223665,0.077372,0.615327,0.077065,0.117893,0.160657
proposed_side_effect_preference_model_v4,combined_stress,1,80,0.598177,0.010136,0.595081,0.619182,0.008975,0.519311,0.00218,0.051928,0.003087,0.052888,0.003273,0.098356,0.223665,0.077426,0.616773,0.077544,0.117957,0.169419
proposed_side_effect_preference_model_v4,combined_stress,2,80,0.589844,0.011372,0.595124,0.613045,0.009739,0.520003,0.002394,0.051759,0.003153,0.052001,0.003148,0.097621,0.223665,0.07709,0.616131,0.077147,0.117651,0.172664
proposed_side_effect_preference_model_v4,combined_stress,3,80,0.58724,0.011203,0.596031,0.610602,0.010047,0.518124,0.002267,0.050801,0.003184,0.053169,0.003338,0.099147,0.223665,0.077174,0.617175,0.077512,0.116856,0.174743
proposed_side_effect_preference_model_v4,combined_stress,4,80,0.591927,0.011576,0.59523,0.614198,0.010149,0.519301,0.002075,0.051678,0.003033,0.052465,0.003171,0.098707,0.223665,0.077175,0.615588,0.07819,0.117661,0.164903
proposed_side_effect_preference_model_v4,combined_stress,5,80,0.595313,0.012592,0.595622,0.617206,0.011033,0.521413,0.002234,0.051917,0.003251,0.053585,0.003234,0.098061,0.223665,0.076997,0.616533,0.077371,0.117666,0.168569
proposed_side_effect_preference_model_v4,combined_stress,6,80,0.590495,0.012087,0.594451,0.612593,0.01058,0.517597,0.002172,0.051639,0.003084,0.053497,0.003036,0.098813,0.223665,0.077078,0.615729,0.077079,0.117679,0.168785
proposed_side_effect_preference_model_v4,combined_stress,7,80,0.598698,0.011135,0.59654,0.620783,0.00942,0.521236,0.002088,0.050427,0.003148,0.052142,0.003205,0.098307,0.223665,0.077109,0.616452,0.076494,0.117373,0.173239
proposed_side_effect_preference_model_v4,combined_stress,8,80,0.598698,0.011088,0.595581,0.619761,0.00985,0.518566,0.00219,0.051049,0.003182,0.05273,0.003279,0.098204,0.223665,0.077843,0.61647,0.077472,0.117366,0.16766
proposed_side_effect_preference_model_v4,combined_stress,9,80,0.595313,0.010602,0.594897,0.616955,0.009301,0.518526,0.002212,0.050745,0.003251,0.053846,0.003227,0.097594,0.223665,0.076853,0.615992,0.078184,0.117089,0.165353
side_effect_causal_preference_model_v5,nominal,0,80,0.701562,0.010552,0.702263,0.770791,0.008713,0.633542,0.002462,0.023262,0.001443,0.032508,0.0014,0.055102,0.178419,0.057249,0.72206,0.041372,0.055032,0.084798
side_effect_causal_preference_model_v5,nominal,1,80,0.702865,0.010189,0.70216,0.772929,0.008342,0.633895,0.002054,0.022035,0.00157,0.031159,0.001359,0.054675,0.178419,0.057264,0.722776,0.040123,0.054514,0.080901
side_effect_causal_preference_model_v5,nominal,2,80,0.703906,0.011287,0.702998,0.773079,0.009182,0.63367,0.001971,0.022923,0.001516,0.031762,0.001217,0.054761,0.178419,0.057841,0.72195,0.040479,0.054351,0.083773
side_effect_causal_preference_model_v5,nominal,3,80,0.707943,0.010422,0.704088,0.776845,0.008516,0.634755,0.00202,0.022252,0.001549,0.03176,0.001394,0.054844,0.178419,0.05809,0.72322,0.040345,0.05428,0.081212
side_effect_causal_preference_model_v5,nominal,4,80,0.69362,0.009824,0.702154,0.764811,0.008047,0.634268,0.002051,0.022181,0.001439,0.031989,0.001307,0.055253,0.178419,0.058504,0.720988,0.04064,0.054786,0.092892
side_effect_causal_preference_model_v5,nominal,5,80,0.70013,0.010322,0.701335,0.770161,0.008316,0.633664,0.00197,0.02247,0.001492,0.032019,0.001292,0.055085,0.178419,0.057585,0.721944,0.040847,0.053725,0.083955
side_effect_causal_preference_model_v5,nominal,6,80,0.701562,0.009967,0.702391,0.771664,0.008094,0.635449,0.002259,0.022472,0.001344,0.032035,0.001205,0.05502,0.178419,0.057764,0.722099,0.039732,0.054408,0.069859
side_effect_causal_preference_model_v5,nominal,7,80,0.696745,0.011656,0.702985,0.767114,0.009361,0.632164,0.00188,0.022217,0.001493,0.032267,0.001175,0.055474,0.178419,0.057729,0.72224,0.040441,0.054571,0.090255
side_effect_causal_preference_model_v5,nominal,8,80,0.70638,0.011023,0.702747,0.775464,0.008921,0.634135,0.002324,0.022232,0.001375,0.032017,0.001264,0.055097,0.178419,0.057322,0.722892,0.040438,0.054175,0.07946
side_effect_causal_preference_model_v5,nominal,9,80,0.704297,0.011772,0.703313,0.773432,0.009508,0.632431,0.002435,0.022102,0.001509,0.031965,0.001272,0.05526,0.178419,0.057261,0.722089,0.039879,0.054673,0.076475
side_effect_causal_preference_model_v5,seen_shift,0,80,0.6875,0.010526,0.681469,0.752956,0.008731,0.621137,0.002267,0.027022,0.001451,0.034425,0.001533,0.061546,0.186969,0.060282,0.720409,0.042637,0.059643,0.071051
side_effect_causal_preference_model_v5,seen_shift,1,80,0.684635,0.010169,0.680825,0.751437,0.008173,0.623015,0.002193,0.025953,0.001563,0.034716,0.001538,0.060658,0.186969,0.059691,0.719614,0.042495,0.058888,0.087225
side_effect_causal_preference_model_v5,seen_shift,2,80,0.679297,0.008692,0.681648,0.747075,0.00708,0.623354,0.002389,0.027077,0.00168,0.034243,0.001494,0.060058,0.186969,0.059884,0.720215,0.042356,0.059395,0.086731
side_effect_causal_preference_model_v5,seen_shift,3,80,0.686068,0.011784,0.680369,0.751661,0.009567,0.621624,0.002141,0.026498,0.001788,0.035817,0.001482,0.060524,0.186969,0.060272,0.719306,0.043026,0.059386,0.077352
side_effect_causal_preference_model_v5,seen_shift,4,80,0.682943,0.010687,0.682426,0.75057,0.008739,0.623392,0.002161,0.025423,0.001686,0.03396,0.001629,0.06098,0.186969,0.059745,0.720611,0.042769,0.058891,0.080277
side_effect_causal_preference_model_v5,seen_shift,5,80,0.679036,0.011177,0.680809,0.746562,0.00902,0.620544,0.001992,0.025863,0.00161,0.034493,0.001477,0.060209,0.186969,0.060592,0.720497,0.042305,0.059566,0.088775
side_effect_causal_preference_model_v5,seen_shift,6,80,0.676562,0.010201,0.679294,0.744862,0.008136,0.622947,0.00195,0.025972,0.001562,0.034306,0.001563,0.060883,0.186969,0.060311,0.720113,0.043688,0.059364,0.089041
side_effect_causal_preference_model_v5,seen_shift,7,80,0.677734,0.010892,0.680275,0.745328,0.008662,0.620111,0.002103,0.025917,0.001707,0.034698,0.001602,0.061144,0.186969,0.059815,0.720391,0.042756,0.059566,0.087772
side_effect_causal_preference_model_v5,seen_shift,8,80,0.67513,0.010433,0.680024,0.743304,0.008359,0.622503,0.002362,0.026565,0.001538,0.034918,0.001433,0.060986,0.186969,0.060628,0.720174,0.042368,0.059903,0.091919
side_effect_causal_preference_model_v5,seen_shift,9,80,0.68125,0.011477,0.680628,0.748369,0.009454,0.620367,0.002029,0.025515,0.001829,0.034108,0.001378,0.061159,0.186969,0.059932,0.720191,0.043188,0.059753,0.085606
side_effect_causal_preference_model_v5,unseen_object,0,80,0.663281,0.009608,0.665629,0.730135,0.007793,0.616254,0.002239,0.028639,0.001757,0.036538,0.001415,0.064732,0.192722,0.060067,0.719008,0.044602,0.063025,0.090011
side_effect_causal_preference_model_v5,unseen_object,1,80,0.666536,0.010941,0.666474,0.73212,0.009222,0.616091,0.002189,0.0299,0.001887,0.035859,0.001586,0.064447,0.192722,0.061866,0.718419,0.045434,0.063092,0.086598
side_effect_causal_preference_model_v5,unseen_object,2,80,0.66263,0.011061,0.66664,0.730156,0.009262,0.618008,0.002431,0.028453,0.001717,0.035444,0.001563,0.06497,0.192722,0.060609,0.717718,0.044007,0.062295,0.08656
side_effect_causal_preference_model_v5,unseen_object,3,80,0.669922,0.010056,0.666346,0.734477,0.008377,0.614206,0.002294,0.029423,0.00187,0.03677,0.001599,0.064303,0.192722,0.061506,0.717797,0.045096,0.062408,0.08798
side_effect_causal_preference_model_v5,unseen_object,4,80,0.664974,0.010635,0.665287,0.731296,0.008619,0.616951,0.00207,0.029812,0.001955,0.03627,0.001592,0.063576,0.192722,0.060494,0.717913,0.044434,0.062763,0.089971
side_effect_causal_preference_model_v5,unseen_object,5,80,0.664453,0.010373,0.666289,0.731178,0.008542,0.614939,0.002355,0.028786,0.002013,0.035259,0.001746,0.064263,0.192722,0.060237,0.718192,0.043665,0.062589,0.087349
side_effect_causal_preference_model_v5,unseen_object,6,80,0.665365,0.009842,0.667356,0.732163,0.00811,0.616084,0.00189,0.028675,0.001821,0.035867,0.001564,0.064105,0.192722,0.060607,0.720014,0.044511,0.06195,0.087248
side_effect_causal_preference_model_v5,unseen_object,7,80,0.658984,0.010612,0.667106,0.726708,0.00879,0.615711,0.002067,0.029159,0.001655,0.035581,0.001548,0.064303,0.192722,0.060568,0.719143,0.044599,0.062746,0.095501
side_effect_causal_preference_model_v5,unseen_object,8,80,0.667969,0.010647,0.667102,0.733398,0.008859,0.61647,0.00217,0.030045,0.00181,0.036462,0.001481,0.063619,0.192722,0.061273,0.718627,0.044742,0.063016,0.084568
side_effect_causal_preference_model_v5,unseen_object,9,80,0.66849,0.010606,0.66594,0.734028,0.008586,0.616168,0.002505,0.029774,0.001664,0.036077,0.001535,0.063893,0.192722,0.061379,0.718595,0.04417,0.062216,0.086192
side_effect_causal_preference_model_v5,unseen_side_effect,0,80,0.651823,0.011051,0.655313,0.713578,0.008994,0.592651,0.002291,0.030426,0.001974,0.040501,0.002038,0.06698,0.196759,0.063261,0.717685,0.046273,0.063768,0.089602
side_effect_causal_preference_model_v5,unseen_side_effect,1,80,0.650911,0.011323,0.654304,0.71329,0.009251,0.59359,0.002088,0.029878,0.001991,0.039985,0.002053,0.067043,0.196759,0.062474,0.717411,0.046922,0.064291,0.09695
side_effect_causal_preference_model_v5,unseen_side_effect,2,80,0.659505,0.010599,0.655507,0.720661,0.00875,0.595039,0.002243,0.029798,0.001815,0.04005,0.001868,0.066265,0.196759,0.062513,0.717938,0.045682,0.064596,0.083189
side_effect_causal_preference_model_v5,unseen_side_effect,3,80,0.655729,0.009972,0.653444,0.717533,0.008016,0.595187,0.002468,0.030695,0.001961,0.039621,0.001891,0.066997,0.196759,0.062137,0.7182,0.045631,0.064421,0.086802
side_effect_causal_preference_model_v5,unseen_side_effect,4,80,0.658594,0.011129,0.654065,0.719257,0.009057,0.592985,0.001972,0.03019,0.001862,0.040269,0.002048,0.06701,0.196759,0.062105,0.717242,0.045683,0.064715,0.080442
side_effect_causal_preference_model_v5,unseen_side_effect,5,80,0.655859,0.010923,0.65312,0.717166,0.008883,0.593233,0.002009,0.030017,0.001941,0.039916,0.001919,0.066224,0.196759,0.062428,0.717329,0.046637,0.065298,0.085062
side_effect_causal_preference_model_v5,unseen_side_effect,6,80,0.655729,0.011985,0.654245,0.716887,0.010023,0.592955,0.002138,0.03059,0.001793,0.039791,0.00195,0.066705,0.196759,0.062532,0.717019,0.046115,0.064529,0.079903
side_effect_causal_preference_model_v5,unseen_side_effect,7,80,0.65651,0.010774,0.654041,0.71755,0.008799,0.594605,0.002133,0.030784,0.001821,0.040644,0.002055,0.067512,0.196759,0.062086,0.717466,0.046358,0.064439,0.089586
side_effect_causal_preference_model_v5,unseen_side_effect,8,80,0.648568,0.012028,0.65323,0.710931,0.010027,0.592559,0.002313,0.030661,0.00182,0.040325,0.001975,0.067018,0.196759,0.062289,0.716791,0.045626,0.064612,0.089102
side_effect_causal_preference_model_v5,unseen_side_effect,9,80,0.657292,0.011174,0.654542,0.718431,0.009196,0.59567,0.002027,0.030956,0.001983,0.039891,0.001951,0.067299,0.196759,0.062831,0.717835,0.046444,0.064846,0.083621
side_effect_causal_preference_model_v5,human_preference_shift,0,80,0.657031,0.011751,0.650109,0.717168,0.00976,0.604857,0.002061,0.030328,0.001959,0.037567,0.001612,0.073997,0.202593,0.06514,0.717769,0.047614,0.084032,0.089251
side_effect_causal_preference_model_v5,human_preference_shift,1,80,0.657552,0.010314,0.651884,0.716415,0.008457,0.601799,0.002442,0.031349,0.001961,0.037951,0.001894,0.073842,0.202593,0.065137,0.715892,0.047389,0.084001,0.082181
side_effect_causal_preference_model_v5,human_preference_shift,2,80,0.645182,0.009605,0.650205,0.706923,0.00773,0.602453,0.002232,0.031174,0.002057,0.037581,0.001817,0.073492,0.202593,0.065064,0.716664,0.047517,0.083986,0.092581
side_effect_causal_preference_model_v5,human_preference_shift,3,80,0.641146,0.010545,0.650834,0.704265,0.008768,0.603006,0.002085,0.030449,0.002036,0.037113,0.001704,0.073469,0.202593,0.064308,0.716748,0.047456,0.084034,0.091625
side_effect_causal_preference_model_v5,human_preference_shift,4,80,0.64974,0.011749,0.650728,0.710368,0.009716,0.601663,0.002098,0.030926,0.001825,0.037853,0.001817,0.073701,0.202593,0.065297,0.716764,0.047082,0.084541,0.094904
side_effect_causal_preference_model_v5,human_preference_shift,5,80,0.654167,0.010941,0.650133,0.714577,0.009109,0.604787,0.00202,0.030455,0.001968,0.037969,0.001799,0.073465,0.202593,0.065296,0.716374,0.047681,0.084041,0.093706
side_effect_causal_preference_model_v5,human_preference_shift,6,80,0.654427,0.013437,0.651664,0.714258,0.010753,0.603523,0.00206,0.030731,0.001903,0.038449,0.001671,0.073701,0.202593,0.065189,0.715408,0.04758,0.083679,0.089009
side_effect_causal_preference_model_v5,human_preference_shift,7,80,0.640365,0.011594,0.650699,0.703347,0.009475,0.602609,0.002165,0.031163,0.0019,0.036578,0.001649,0.07335,0.202593,0.065403,0.716601,0.046906,0.084321,0.101114
side_effect_causal_preference_model_v5,human_preference_shift,8,80,0.651432,0.01024,0.650998,0.711762,0.00842,0.603043,0.002209,0.031094,0.001859,0.038046,0.001708,0.073964,0.202593,0.065015,0.715482,0.046817,0.084481,0.100337
side_effect_causal_preference_model_v5,human_preference_shift,9,80,0.653125,0.010441,0.652404,0.712508,0.008778,0.601852,0.002299,0.032516,0.002043,0.038345,0.001912,0.072399,0.202593,0.065243,0.715305,0.046477,0.08458,0.093653
side_effect_causal_preference_model_v5,delayed_effects,0,80,0.63776,0.011416,0.646269,0.700945,0.00953,0.60131,0.001977,0.032073,0.001977,0.040651,0.002045,0.069384,0.20081,0.063753,0.716039,0.057962,0.068911,0.092566
side_effect_causal_preference_model_v5,delayed_effects,1,80,0.642318,0.009152,0.645735,0.704501,0.007676,0.598955,0.002093,0.031392,0.001846,0.039793,0.001889,0.069499,0.20081,0.06414,0.716436,0.058117,0.069502,0.091551
side_effect_causal_preference_model_v5,delayed_effects,2,80,0.64974,0.011866,0.646578,0.710811,0.009779,0.600211,0.001914,0.031316,0.002027,0.040229,0.002061,0.069844,0.20081,0.064095,0.717505,0.057652,0.068581,0.086057
side_effect_causal_preference_model_v5,delayed_effects,3,80,0.641276,0.011818,0.646211,0.703866,0.009709,0.600209,0.002173,0.031784,0.001986,0.039877,0.002028,0.07057,0.20081,0.063248,0.716543,0.057833,0.068927,0.094026
side_effect_causal_preference_model_v5,delayed_effects,4,80,0.642708,0.010435,0.646142,0.705044,0.008739,0.600964,0.002347,0.031668,0.001891,0.04006,0.001956,0.070377,0.20081,0.064066,0.716335,0.057075,0.069344,0.089087
side_effect_causal_preference_model_v5,delayed_effects,5,80,0.641016,0.012084,0.644597,0.70379,0.010021,0.601369,0.00179,0.032345,0.001887,0.04002,0.001829,0.070202,0.20081,0.063179,0.716715,0.057584,0.068545,0.100024
side_effect_causal_preference_model_v5,delayed_effects,6,80,0.64974,0.009949,0.644825,0.710646,0.008371,0.600073,0.002165,0.031802,0.001911,0.039755,0.001976,0.069325,0.20081,0.064762,0.717706,0.05809,0.069172,0.080854
side_effect_causal_preference_model_v5,delayed_effects,7,80,0.643359,0.010696,0.64573,0.705228,0.008923,0.598299,0.002454,0.032069,0.001982,0.039928,0.001825,0.070691,0.20081,0.0632,0.716783,0.057587,0.067865,0.09421
side_effect_causal_preference_model_v5,delayed_effects,8,80,0.639844,0.009905,0.646779,0.702742,0.008093,0.599363,0.002195,0.03183,0.002061,0.039245,0.002061,0.070136,0.20081,0.064328,0.717275,0.05746,0.068814,0.100029
side_effect_causal_preference_model_v5,delayed_effects,9,80,0.645052,0.011045,0.645352,0.706734,0.009312,0.600095,0.002012,0.031923,0.001826,0.040257,0.002015,0.070112,0.20081,0.064331,0.716636,0.056882,0.068717,0.088988
side_effect_causal_preference_model_v5,latent_damage_shift,0,80,0.639583,0.010966,0.63916,0.700224,0.009028,0.592873,0.002225,0.032134,0.002056,0.040435,0.002196,0.07198,0.203304,0.064469,0.715637,0.055518,0.071302,0.084157
side_effect_causal_preference_model_v5,latent_damage_shift,1,80,0.645833,0.008933,0.6388,0.705424,0.007545,0.594077,0.002333,0.032042,0.002163,0.040348,0.001906,0.071671,0.203304,0.065158,0.716473,0.055456,0.072457,0.090291
side_effect_causal_preference_model_v5,latent_damage_shift,2,80,0.64987,0.011442,0.64026,0.709099,0.009479,0.595558,0.001778,0.031885,0.002164,0.040821,0.002039,0.071218,0.203304,0.064682,0.716262,0.055096,0.071194,0.084524
