stress_level,method,seed,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss,regret_to_oracle
0.2,side_effect_classifier_baseline,3,80,0.603906,0.012338,0.608182,0.598973,0.010585,0.443489,0.002078,0.064091,0.003413,0.054212,0.003294,0.084713,0.240033,0.074543,0.513327,0.063577,0.077173,0.242005
0.2,side_effect_classifier_baseline,4,80,0.614844,0.00945,0.607441,0.607065,0.008429,0.441566,0.002043,0.064385,0.003498,0.054134,0.003183,0.085577,0.240033,0.074934,0.513548,0.064243,0.077702,0.235406
0.2,side_effect_classifier_baseline,5,80,0.597656,0.010479,0.608525,0.594145,0.008628,0.445557,0.002012,0.063832,0.003237,0.054121,0.003262,0.085228,0.240033,0.074638,0.512021,0.064098,0.077611,0.249376
0.2,side_effect_classifier_baseline,6,80,0.608073,0.012966,0.608238,0.602004,0.010736,0.440974,0.001966,0.063449,0.003353,0.054125,0.003072,0.084569,0.240033,0.07563,0.514723,0.063164,0.078417,0.251168
0.2,side_effect_classifier_baseline,7,80,0.610807,0.0114,0.609439,0.604246,0.009781,0.444574,0.002069,0.064142,0.003406,0.054779,0.003206,0.084682,0.240033,0.075301,0.51315,0.063938,0.078415,0.236312
0.2,side_effect_classifier_baseline,8,80,0.613932,0.010352,0.60943,0.606611,0.008956,0.444728,0.001927,0.06488,0.003317,0.054306,0.00343,0.086186,0.240033,0.075006,0.512733,0.062834,0.078356,0.238329
0.2,side_effect_classifier_baseline,9,80,0.604557,0.010422,0.609361,0.599612,0.008894,0.444083,0.002384,0.063064,0.003401,0.054371,0.003244,0.085025,0.240033,0.074756,0.512622,0.063983,0.078016,0.241729
0.2,physical_affordance_penalty,0,80,0.61237,0.011122,0.619199,0.612637,0.009824,0.450908,0.001945,0.060619,0.003156,0.047859,0.00249,0.093525,0.219092,0.073523,0.527423,0.063871,0.076429,0.230243
0.2,physical_affordance_penalty,1,80,0.618359,0.011697,0.620852,0.618088,0.010405,0.452105,0.002088,0.060183,0.003172,0.046835,0.002589,0.092452,0.219092,0.07385,0.527433,0.063414,0.077199,0.225255
0.2,physical_affordance_penalty,2,80,0.616536,0.011947,0.619691,0.616053,0.010442,0.451385,0.002224,0.060503,0.003263,0.047378,0.002633,0.092386,0.219092,0.073386,0.525651,0.064418,0.076884,0.223866
0.2,physical_affordance_penalty,3,80,0.623437,0.009733,0.62083,0.621884,0.008455,0.451039,0.00227,0.060713,0.002974,0.046717,0.002677,0.093162,0.219092,0.072908,0.527056,0.064123,0.07606,0.219094
0.2,physical_affordance_penalty,4,80,0.620443,0.011593,0.620117,0.619592,0.010399,0.453492,0.002324,0.060759,0.002969,0.046906,0.002672,0.093032,0.219092,0.073938,0.526617,0.063881,0.077284,0.222879
0.2,physical_affordance_penalty,5,80,0.630339,0.011218,0.619445,0.627279,0.009782,0.450368,0.002127,0.059872,0.003209,0.047123,0.002455,0.092765,0.219092,0.072292,0.525391,0.063767,0.077215,0.216242
0.2,physical_affordance_penalty,6,80,0.617448,0.010878,0.619121,0.617175,0.009231,0.451728,0.002171,0.060158,0.002807,0.046868,0.002629,0.093148,0.219092,0.073569,0.526489,0.063799,0.076517,0.235998
0.2,physical_affordance_penalty,7,80,0.620703,0.009804,0.61966,0.619198,0.008676,0.451699,0.002085,0.060616,0.003205,0.047527,0.002565,0.09335,0.219092,0.073723,0.525085,0.06441,0.076445,0.221361
0.2,physical_affordance_penalty,8,80,0.628646,0.010695,0.620299,0.625596,0.009079,0.451616,0.002034,0.059834,0.002934,0.048205,0.00249,0.093485,0.219092,0.073138,0.52467,0.064184,0.076878,0.219344
0.2,physical_affordance_penalty,9,80,0.623047,0.011792,0.619106,0.6213,0.010373,0.451227,0.002166,0.060301,0.003073,0.047301,0.002471,0.093062,0.219092,0.074223,0.52674,0.064075,0.076761,0.220042
0.2,risk_calibrated_reward_model,0,80,0.629167,0.010667,0.633446,0.650826,0.009154,0.491458,0.002043,0.05074,0.002978,0.045378,0.00256,0.073613,0.215847,0.069853,0.606491,0.058786,0.069493,0.192053
0.2,risk_calibrated_reward_model,1,80,0.625911,0.009261,0.632301,0.648487,0.008013,0.492148,0.002154,0.049568,0.00278,0.046407,0.00232,0.073103,0.215847,0.069087,0.605955,0.058789,0.069999,0.194855
0.2,risk_calibrated_reward_model,2,80,0.635286,0.010055,0.633385,0.655575,0.008512,0.490477,0.002223,0.050265,0.002719,0.045926,0.002538,0.073565,0.215847,0.069357,0.606664,0.058952,0.069981,0.184344
0.2,risk_calibrated_reward_model,3,80,0.635026,0.012756,0.634328,0.654519,0.010731,0.489146,0.002259,0.051032,0.002741,0.046574,0.002476,0.073649,0.215847,0.069625,0.605041,0.058462,0.06992,0.186459
0.2,risk_calibrated_reward_model,4,80,0.64401,0.010955,0.634739,0.662828,0.00897,0.491606,0.002216,0.049443,0.002665,0.046756,0.002567,0.074001,0.215847,0.069294,0.60655,0.058399,0.069673,0.179642
0.2,risk_calibrated_reward_model,5,80,0.630859,0.010469,0.636077,0.652384,0.008718,0.490758,0.002367,0.049287,0.002579,0.046455,0.002493,0.073436,0.215847,0.068865,0.607456,0.058813,0.070534,0.191138
0.2,risk_calibrated_reward_model,6,80,0.632682,0.010544,0.634545,0.654124,0.008778,0.491884,0.002225,0.049444,0.002785,0.046241,0.002483,0.073085,0.215847,0.069169,0.607827,0.059254,0.069868,0.199049
0.2,risk_calibrated_reward_model,7,80,0.633073,0.010247,0.634557,0.654084,0.008718,0.49122,0.002165,0.050184,0.002788,0.046068,0.002426,0.07352,0.215847,0.06914,0.607105,0.058861,0.069397,0.186474
0.2,risk_calibrated_reward_model,8,80,0.642448,0.011762,0.635016,0.661997,0.009569,0.491684,0.002165,0.048963,0.002706,0.046285,0.002533,0.073805,0.215847,0.069427,0.60787,0.058762,0.069642,0.182943
0.2,risk_calibrated_reward_model,9,80,0.651953,0.012039,0.635934,0.668653,0.010065,0.491224,0.002248,0.050635,0.002783,0.046264,0.002443,0.073526,0.215847,0.069025,0.604972,0.059601,0.069771,0.172688
0.2,proposed_side_effect_preference_model_v4,0,80,0.663802,0.012257,0.661347,0.701779,0.010102,0.562346,0.002318,0.037615,0.002108,0.04094,0.001977,0.072701,0.19806,0.064866,0.625288,0.053688,0.071121,0.1411
0.2,proposed_side_effect_preference_model_v4,1,80,0.65638,0.010492,0.659075,0.695795,0.008637,0.560097,0.001919,0.035885,0.001864,0.040437,0.002077,0.072392,0.19806,0.065114,0.623793,0.054529,0.071543,0.147548
0.2,proposed_side_effect_preference_model_v4,2,80,0.665625,0.009307,0.660612,0.703033,0.007894,0.559574,0.002027,0.036249,0.001966,0.041186,0.002176,0.073179,0.19806,0.064455,0.624877,0.053861,0.071052,0.136886
0.2,proposed_side_effect_preference_model_v4,3,80,0.664974,0.011314,0.661054,0.701845,0.009381,0.559148,0.002099,0.037491,0.002114,0.041349,0.002047,0.072807,0.19806,0.065976,0.625547,0.054416,0.071191,0.139133
0.2,proposed_side_effect_preference_model_v4,4,80,0.663021,0.010799,0.66232,0.701646,0.009186,0.563348,0.002127,0.036538,0.001923,0.041183,0.001943,0.07178,0.19806,0.065102,0.626064,0.053953,0.072069,0.140824
0.2,proposed_side_effect_preference_model_v4,5,80,0.668229,0.011142,0.661904,0.704491,0.00953,0.559428,0.002206,0.037198,0.00222,0.042083,0.002111,0.072841,0.19806,0.065296,0.625592,0.054679,0.070994,0.139031
0.2,proposed_side_effect_preference_model_v4,6,80,0.656771,0.01204,0.662273,0.696117,0.010007,0.560891,0.002234,0.036115,0.002059,0.041071,0.001998,0.073374,0.19806,0.065313,0.625432,0.054805,0.070923,0.157056
0.2,proposed_side_effect_preference_model_v4,7,80,0.672396,0.010706,0.660709,0.708189,0.008926,0.560274,0.002311,0.037407,0.001957,0.040833,0.002104,0.072877,0.19806,0.066069,0.625615,0.05367,0.071373,0.132369
0.2,proposed_side_effect_preference_model_v4,8,80,0.662891,0.009908,0.661077,0.700619,0.00827,0.560089,0.002216,0.036869,0.001969,0.041355,0.001984,0.071891,0.19806,0.065488,0.624774,0.054704,0.070896,0.14432
0.2,proposed_side_effect_preference_model_v4,9,80,0.659635,0.010468,0.661085,0.698216,0.008515,0.561394,0.002104,0.037507,0.001856,0.041087,0.001974,0.072133,0.19806,0.065563,0.625892,0.054074,0.071589,0.143125
0.2,side_effect_causal_preference_model_v5,0,80,0.690104,0.011256,0.692812,0.756436,0.009129,0.623795,0.002312,0.026196,0.001458,0.033726,0.001504,0.058665,0.182882,0.059699,0.720258,0.045149,0.059941,0.086443
0.2,side_effect_causal_preference_model_v5,1,80,0.68125,0.010289,0.693254,0.750022,0.00853,0.625749,0.002506,0.025544,0.001529,0.033842,0.00154,0.058283,0.182882,0.059575,0.720075,0.042992,0.060871,0.093321
0.2,side_effect_causal_preference_model_v5,2,80,0.686979,0.010877,0.693041,0.754776,0.008811,0.62489,0.001892,0.02411,0.001591,0.034459,0.001447,0.059034,0.182882,0.058967,0.720143,0.044028,0.059607,0.085143
0.2,side_effect_causal_preference_model_v5,3,80,0.696615,0.010113,0.692973,0.762443,0.008222,0.625014,0.002222,0.025221,0.001639,0.034049,0.001448,0.057891,0.182882,0.058928,0.720737,0.043627,0.060224,0.078535
0.2,side_effect_causal_preference_model_v5,4,80,0.705599,0.012121,0.693909,0.768974,0.009759,0.624187,0.002092,0.025493,0.001629,0.034384,0.001355,0.058043,0.182882,0.05994,0.720102,0.044676,0.060232,0.073497
0.2,side_effect_causal_preference_model_v5,5,80,0.69362,0.009114,0.692952,0.760062,0.007509,0.624636,0.002304,0.024844,0.001714,0.033568,0.00139,0.058474,0.182882,0.059745,0.721185,0.043942,0.060296,0.083459
0.2,side_effect_causal_preference_model_v5,6,80,0.691667,0.009538,0.692802,0.75832,0.008094,0.623436,0.002028,0.024197,0.001574,0.034268,0.001583,0.058403,0.182882,0.059299,0.721432,0.043644,0.061307,0.094853
0.2,side_effect_causal_preference_model_v5,7,80,0.693359,0.010246,0.692242,0.759491,0.008404,0.624577,0.002178,0.025024,0.001693,0.033759,0.001451,0.058541,0.182882,0.059895,0.719725,0.044231,0.060461,0.081067
0.2,side_effect_causal_preference_model_v5,8,80,0.692969,0.010944,0.692778,0.759331,0.008957,0.624521,0.001997,0.024886,0.001559,0.034829,0.001395,0.057569,0.182882,0.058775,0.720388,0.044239,0.059828,0.085609
0.2,side_effect_causal_preference_model_v5,9,80,0.68763,0.010728,0.691945,0.754988,0.008729,0.625345,0.002081,0.025699,0.001527,0.034651,0.001441,0.058066,0.182882,0.058431,0.72064,0.044662,0.059905,0.086353
0.2,human_query_max_uncertainty,0,80,0.607812,0.011981,0.608807,0.604921,0.010524,0.478243,0.00206,0.063115,0.003298,0.056128,0.003546,0.074533,0.408126,0.072428,0.587106,0.06386,0.0686,0.237958
0.2,human_query_max_uncertainty,1,80,0.614062,0.011633,0.607629,0.609617,0.010181,0.477801,0.002152,0.063489,0.003435,0.055626,0.003426,0.073873,0.408126,0.07239,0.586175,0.064759,0.069819,0.233726
0.2,human_query_max_uncertainty,2,80,0.615885,0.010172,0.607209,0.611191,0.008916,0.477928,0.002356,0.062652,0.003597,0.056629,0.003359,0.074478,0.408126,0.072536,0.586348,0.063994,0.068885,0.228728
0.2,human_query_max_uncertainty,3,80,0.6125,0.011459,0.606809,0.60886,0.009871,0.479281,0.002558,0.063207,0.003385,0.055673,0.003276,0.074385,0.408126,0.073115,0.58792,0.064322,0.069298,0.232118
0.2,human_query_max_uncertainty,4,80,0.604427,0.011106,0.607684,0.601595,0.009645,0.478113,0.002255,0.064131,0.003299,0.056105,0.003451,0.075357,0.408126,0.07253,0.586567,0.063939,0.069721,0.240875
0.2,human_query_max_uncertainty,5,80,0.613672,0.010975,0.607606,0.609469,0.009787,0.479083,0.002339,0.063176,0.003524,0.056482,0.003558,0.07512,0.408126,0.072703,0.586745,0.063881,0.06897,0.234053
0.2,human_query_max_uncertainty,6,80,0.602083,0.012646,0.607157,0.600065,0.010931,0.477457,0.00231,0.063425,0.00346,0.056069,0.003333,0.074729,0.408126,0.073001,0.588259,0.06401,0.069303,0.253108
0.2,human_query_max_uncertainty,7,80,0.610938,0.011611,0.608153,0.607457,0.009875,0.478335,0.002174,0.063971,0.003316,0.05556,0.003295,0.074004,0.408126,0.072158,0.5872,0.063848,0.068321,0.233101
0.2,human_query_max_uncertainty,8,80,0.601042,0.010127,0.607944,0.600092,0.009125,0.478901,0.002299,0.06238,0.003364,0.055491,0.00331,0.074933,0.408126,0.072161,0.588207,0.06401,0.069051,0.244847
0.2,human_query_max_uncertainty,9,80,0.609896,0.011123,0.608561,0.606507,0.009587,0.477436,0.001977,0.063673,0.00334,0.055768,0.003393,0.073993,0.408126,0.072586,0.588763,0.063388,0.0699,0.234834
0.2,conservative_safety_filter,0,80,0.597526,0.012924,0.596388,0.591995,0.011239,0.445912,0.002043,0.061938,0.003038,0.043273,0.002351,0.108638,0.24399,0.074582,0.49072,0.064749,0.0793,0.250885
0.2,conservative_safety_filter,1,80,0.592839,0.010957,0.59533,0.588298,0.009371,0.444702,0.002435,0.062152,0.002899,0.042158,0.002071,0.109258,0.24399,0.074353,0.491306,0.063797,0.080055,0.255045
0.2,conservative_safety_filter,2,80,0.595833,0.011816,0.593134,0.590684,0.010134,0.443752,0.002165,0.061331,0.003088,0.041953,0.002265,0.109354,0.24399,0.073873,0.490686,0.064325,0.080849,0.249235
0.2,conservative_safety_filter,3,80,0.588802,0.011802,0.595131,0.584538,0.010012,0.44436,0.002032,0.061779,0.003094,0.043342,0.002156,0.109511,0.24399,0.074206,0.489736,0.064735,0.079965,0.25644
0.2,conservative_safety_filter,4,80,0.596354,0.009976,0.595831,0.590488,0.008636,0.442656,0.0024,0.061319,0.002952,0.042855,0.00219,0.109404,0.24399,0.073859,0.490276,0.06534,0.081151,0.251982
0.2,conservative_safety_filter,5,80,0.595573,0.011205,0.593247,0.589772,0.009663,0.443806,0.002171,0.0617,0.003002,0.043134,0.002261,0.109607,0.24399,0.074469,0.48961,0.065115,0.080593,0.25375
0.2,conservative_safety_filter,6,80,0.591276,0.010628,0.595191,0.586532,0.009026,0.445736,0.00231,0.062337,0.003145,0.04275,0.002136,0.109362,0.24399,0.074031,0.488429,0.064735,0.081033,0.266641
0.2,conservative_safety_filter,7,80,0.596354,0.011209,0.594737,0.590597,0.00951,0.443671,0.001996,0.061721,0.002964,0.042706,0.002099,0.110149,0.24399,0.074441,0.490705,0.064891,0.080397,0.249961
0.2,conservative_safety_filter,8,80,0.584505,0.011474,0.593985,0.580929,0.00923,0.444454,0.002227,0.062193,0.002692,0.042926,0.002276,0.109731,0.24399,0.074469,0.48941,0.064754,0.080658,0.26401
0.2,conservative_safety_filter,9,80,0.600391,0.010873,0.595501,0.593582,0.008924,0.444357,0.001935,0.062496,0.002898,0.042744,0.002193,0.110657,0.24399,0.074702,0.490252,0.064796,0.080247,0.247759
0.2,oracle_human_side_effect_judge,0,80,0.765755,0.008852,0.766159,0.842879,0.007045,0.659369,0.002048,0.012746,0.001207,0.027283,0.000801,0.044416,0.170375,0.053653,0.793423,0.038489,0.05339,0.0
0.2,oracle_human_side_effect_judge,1,80,0.765625,0.008587,0.764076,0.843343,0.00692,0.66093,0.00209,0.012323,0.001085,0.026743,0.001013,0.044332,0.170375,0.054209,0.793779,0.037966,0.053541,0.0
0.2,oracle_human_side_effect_judge,2,80,0.760938,0.011334,0.763691,0.839919,0.009345,0.661377,0.00198,0.012182,0.001128,0.02642,0.001004,0.043749,0.170375,0.053737,0.793088,0.037854,0.052953,0.0
0.2,oracle_human_side_effect_judge,3,80,0.763021,0.008036,0.766595,0.840978,0.00657,0.662155,0.002197,0.013508,0.001163,0.026458,0.001131,0.04366,0.170375,0.054446,0.792248,0.037593,0.05457,0.0
0.2,oracle_human_side_effect_judge,4,80,0.764844,0.008798,0.765903,0.84247,0.00723,0.660887,0.002222,0.012504,0.001186,0.027233,0.00095,0.04391,0.170375,0.054238,0.794163,0.038176,0.054747,0.0
0.2,oracle_human_side_effect_judge,5,80,0.766927,0.009404,0.765249,0.843522,0.007605,0.659209,0.002474,0.0137,0.001146,0.026449,0.000944,0.043271,0.170375,0.054635,0.79249,0.038477,0.053998,0.0
0.2,oracle_human_side_effect_judge,6,80,0.777734,0.010539,0.766277,0.853173,0.008701,0.660815,0.002311,0.012367,0.001173,0.02673,0.00094,0.04341,0.170375,0.05356,0.793938,0.037545,0.054259,0.0
0.2,oracle_human_side_effect_judge,7,80,0.761328,0.009197,0.76647,0.840558,0.007551,0.662527,0.002201,0.012711,0.001118,0.025665,0.000995,0.043801,0.170375,0.053551,0.793942,0.037781,0.053474,0.0
0.2,oracle_human_side_effect_judge,8,80,0.767839,0.008816,0.764995,0.844939,0.007239,0.661686,0.002324,0.01341,0.001061,0.026817,0.000964,0.043636,0.170375,0.054587,0.794034,0.038346,0.053275,0.0
0.2,oracle_human_side_effect_judge,9,80,0.764062,0.009153,0.76577,0.841341,0.007443,0.658381,0.002074,0.012904,0.001198,0.026984,0.000857,0.043965,0.170375,0.054728,0.793588,0.038003,0.053287,0.0
0.4,reward_model_rlhf_surrogate,0,80,0.547786,0.010754,0.551228,0.488906,0.010823,0.289684,0.002202,0.107058,0.005794,0.080466,0.005866,0.084383,0.189967,0.09103,0.405735,0.096811,0.102544,0.335509
0.4,reward_model_rlhf_surrogate,1,80,0.561719,0.012337,0.552818,0.49962,0.011898,0.287587,0.002074,0.107586,0.005931,0.079622,0.005537,0.084626,0.189967,0.091071,0.405468,0.097462,0.102369,0.324809
0.4,reward_model_rlhf_surrogate,2,80,0.558594,0.013267,0.554089,0.496647,0.012169,0.287122,0.001929,0.10796,0.005986,0.079839,0.005714,0.084499,0.189967,0.091841,0.404533,0.096927,0.102899,0.332548
0.4,reward_model_rlhf_surrogate,3,80,0.544922,0.011494,0.552007,0.48614,0.011413,0.287419,0.002189,0.107441,0.005899,0.079892,0.005739,0.084788,0.189967,0.091515,0.405496,0.096434,0.102372,0.335233
0.4,reward_model_rlhf_surrogate,4,80,0.559245,0.013233,0.552518,0.496683,0.012554,0.284362,0.002201,0.109131,0.005929,0.07977,0.005586,0.084181,0.189967,0.090806,0.405868,0.097121,0.10242,0.326917
0.4,reward_model_rlhf_surrogate,5,80,0.552604,0.01178,0.551494,0.491833,0.01132,0.28608,0.002109,0.107674,0.006203,0.079891,0.005445,0.084173,0.189967,0.09164,0.404469,0.096666,0.102736,0.346553
0.4,reward_model_rlhf_surrogate,6,80,0.550781,0.012151,0.552667,0.490411,0.012136,0.286215,0.00208,0.108092,0.005845,0.07984,0.005658,0.083723,0.189967,0.091112,0.405441,0.097443,0.103144,0.337349
0.4,reward_model_rlhf_surrogate,7,80,0.563932,0.011051,0.552778,0.501032,0.010869,0.286683,0.002545,0.108425,0.005855,0.079497,0.005811,0.08454,0.189967,0.091123,0.405563,0.097319,0.102277,0.325068
0.4,reward_model_rlhf_surrogate,8,80,0.561589,0.01208,0.552187,0.49886,0.011804,0.287125,0.00211,0.108545,0.006073,0.080258,0.005724,0.084743,0.189967,0.091563,0.405565,0.097189,0.102956,0.332943
0.4,reward_model_rlhf_surrogate,9,80,0.546615,0.013399,0.551895,0.486797,0.012804,0.286196,0.002179,0.1082,0.005852,0.080116,0.005701,0.08392,0.189967,0.091078,0.403884,0.097451,0.102824,0.344754
0.4,constraint_aware_planner,0,80,0.565104,0.011315,0.56847,0.536118,0.009883,0.377496,0.002201,0.080932,0.004417,0.058653,0.003571,0.099882,0.256956,0.083107,0.46993,0.084996,0.095247,0.288297
0.4,constraint_aware_planner,1,80,0.5625,0.012402,0.566223,0.534075,0.010862,0.375074,0.002086,0.080268,0.004236,0.057155,0.003499,0.099783,0.256956,0.08312,0.46955,0.08487,0.096137,0.290354
0.4,constraint_aware_planner,2,80,0.573047,0.00932,0.567477,0.542654,0.008484,0.376485,0.002331,0.080317,0.004421,0.057942,0.003647,0.099496,0.256956,0.083773,0.46934,0.083905,0.095087,0.286542
0.4,constraint_aware_planner,3,80,0.570312,0.011309,0.567149,0.540387,0.010066,0.375385,0.002172,0.080722,0.004619,0.057177,0.0035,0.100229,0.256956,0.083588,0.469446,0.08391,0.094234,0.280986
0.4,constraint_aware_planner,4,80,0.569922,0.01182,0.566807,0.539633,0.010742,0.376468,0.001928,0.081011,0.004379,0.057902,0.003473,0.100535,0.256956,0.083431,0.468623,0.084366,0.096338,0.283968
0.4,constraint_aware_planner,5,80,0.56224,0.011701,0.567025,0.533631,0.010702,0.375422,0.002487,0.080981,0.004387,0.057776,0.003656,0.099796,0.256956,0.083623,0.469823,0.084947,0.094815,0.304755
0.4,constraint_aware_planner,6,80,0.565885,0.011935,0.568159,0.536972,0.010734,0.37703,0.00234,0.080462,0.00428,0.057721,0.003523,0.100385,0.256956,0.083297,0.469389,0.083187,0.096207,0.290789
0.4,constraint_aware_planner,7,80,0.564453,0.012387,0.567146,0.535524,0.011057,0.375161,0.00208,0.080604,0.004632,0.057864,0.003638,0.099934,0.256956,0.082985,0.469897,0.084884,0.094955,0.290576
0.4,constraint_aware_planner,8,80,0.577344,0.010044,0.568944,0.54613,0.009173,0.376127,0.00234,0.080721,0.004252,0.057281,0.003483,0.099619,0.256956,0.083588,0.469708,0.084346,0.094716,0.285672
0.4,constraint_aware_planner,9,80,0.568359,0.011667,0.567371,0.539206,0.010307,0.375281,0.002258,0.079226,0.004377,0.057538,0.003539,0.09955,0.256956,0.082875,0.469492,0.084657,0.095014,0.292344
0.4,side_effect_classifier_baseline,0,80,0.584115,0.012278,0.585393,0.572142,0.011036,0.432217,0.002168,0.071157,0.003856,0.059864,0.003834,0.09312,0.246781,0.079302,0.508651,0.074862,0.092259,0.252274
0.4,side_effect_classifier_baseline,1,80,0.585547,0.012039,0.587318,0.573341,0.010688,0.43145,0.00212,0.071918,0.00379,0.058678,0.00372,0.092046,0.246781,0.079825,0.51028,0.075901,0.092502,0.251088
0.4,side_effect_classifier_baseline,2,80,0.586589,0.0119,0.588375,0.574131,0.010402,0.432766,0.002421,0.072154,0.003802,0.060132,0.003805,0.092256,0.246781,0.080041,0.510743,0.074404,0.092163,0.255065
0.4,side_effect_classifier_baseline,3,80,0.576693,0.01177,0.587084,0.56643,0.010639,0.432748,0.002498,0.07117,0.004015,0.059732,0.003728,0.092591,0.246781,0.079414,0.50893,0.075157,0.091758,0.254942
0.4,side_effect_classifier_baseline,4,80,0.592057,0.013485,0.586988,0.578982,0.012489,0.432695,0.002182,0.071451,0.003684,0.059076,0.004018,0.092239,0.246781,0.079662,0.510403,0.074627,0.092186,0.244618
0.4,side_effect_classifier_baseline,5,80,0.582292,0.011437,0.587084,0.570917,0.010262,0.431599,0.002347,0.071278,0.003996,0.059285,0.003589,0.092621,0.246781,0.079749,0.509961,0.074664,0.091574,0.267468
0.4,side_effect_classifier_baseline,6,80,0.577474,0.011241,0.587455,0.566806,0.009919,0.431369,0.00218,0.071271,0.004122,0.059192,0.003847,0.092602,0.246781,0.079628,0.508517,0.074753,0.092373,0.260955
0.4,side_effect_classifier_baseline,7,80,0.591276,0.011172,0.588619,0.578396,0.009727,0.432248,0.002359,0.071172,0.003964,0.059075,0.003755,0.093043,0.246781,0.079288,0.509503,0.073986,0.091019,0.247703
0.4,side_effect_classifier_baseline,8,80,0.585677,0.012529,0.58644,0.574128,0.011185,0.434012,0.002181,0.070844,0.003728,0.05943,0.003674,0.092634,0.246781,0.07869,0.508697,0.075018,0.091637,0.257675
0.4,side_effect_classifier_baseline,9,80,0.593099,0.012195,0.587379,0.579581,0.010859,0.432672,0.002067,0.071646,0.003735,0.059626,0.003696,0.092815,0.246781,0.079087,0.50955,0.073808,0.092355,0.251969
0.4,physical_affordance_penalty,0,80,0.610677,0.011389,0.59823,0.602452,0.009895,0.442796,0.001995,0.067001,0.003617,0.050927,0.003121,0.099464,0.225731,0.077131,0.52245,0.073937,0.089715,0.221964
0.4,physical_affordance_penalty,1,80,0.592318,0.01138,0.597891,0.587187,0.009795,0.442584,0.002189,0.066803,0.003458,0.052385,0.002964,0.099233,0.225731,0.078271,0.522602,0.074715,0.089946,0.237242
0.4,physical_affordance_penalty,2,80,0.607422,0.011338,0.598635,0.599109,0.010005,0.440152,0.001971,0.06691,0.003452,0.051636,0.00298,0.099534,0.225731,0.077665,0.522719,0.07493,0.089208,0.230086
0.4,physical_affordance_penalty,3,80,0.594922,0.011514,0.597104,0.588816,0.010387,0.441649,0.002238,0.067774,0.00345,0.051856,0.002738,0.099878,0.225731,0.077997,0.522786,0.075415,0.090463,0.232557
0.4,physical_affordance_penalty,4,80,0.60013,0.009883,0.598403,0.593293,0.008548,0.441147,0.002451,0.067284,0.003308,0.051525,0.002933,0.099976,0.225731,0.077575,0.522396,0.074458,0.089714,0.230308
0.4,physical_affordance_penalty,5,80,0.597396,0.01137,0.598208,0.591468,0.010336,0.442346,0.001925,0.067123,0.003886,0.051452,0.002891,0.100451,0.225731,0.078169,0.524608,0.074756,0.090045,0.246917
0.4,physical_affordance_penalty,6,80,0.595573,0.01157,0.597842,0.589878,0.009984,0.440785,0.001929,0.066788,0.003398,0.051218,0.002792,0.100682,0.225731,0.077592,0.524022,0.075494,0.089341,0.237882
0.4,physical_affordance_penalty,7,80,0.602734,0.010997,0.597254,0.59549,0.00967,0.441208,0.002208,0.067355,0.003553,0.05112,0.003017,0.100496,0.225731,0.077363,0.523047,0.074318,0.090205,0.230609
0.4,physical_affordance_penalty,8,80,0.608724,0.010084,0.599221,0.600028,0.008711,0.44008,0.002468,0.066301,0.003499,0.051886,0.002983,0.101111,0.225731,0.078152,0.523514,0.075245,0.089853,0.231774
0.4,physical_affordance_penalty,9,80,0.597266,0.010998,0.5973,0.590297,0.009194,0.438827,0.001944,0.067393,0.003647,0.052244,0.003209,0.100391,0.225731,0.077388,0.522423,0.075018,0.089583,0.241253
0.4,risk_calibrated_reward_model,0,80,0.617188,0.011755,0.614413,0.632659,0.010279,0.482097,0.002079,0.056872,0.003237,0.049754,0.002733,0.080134,0.222869,0.072108,0.603752,0.067723,0.079984,0.191756
0.4,risk_calibrated_reward_model,1,80,0.615104,0.012273,0.614203,0.631165,0.010245,0.481914,0.00228,0.055255,0.003024,0.050564,0.002779,0.080343,0.222869,0.072902,0.60356,0.067859,0.079091,0.193264
0.4,risk_calibrated_reward_model,2,80,0.617188,0.011755,0.614241,0.633158,0.01,0.481971,0.001933,0.055463,0.003023,0.049948,0.002734,0.080014,0.222869,0.072209,0.604432,0.067939,0.079227,0.196038
0.4,risk_calibrated_reward_model,3,80,0.603776,0.013183,0.613745,0.621853,0.011285,0.482985,0.00224,0.056623,0.003084,0.050134,0.002731,0.080107,0.222869,0.073766,0.603732,0.068304,0.079292,0.19952
0.4,risk_calibrated_reward_model,4,80,0.616667,0.01085,0.613699,0.631767,0.009512,0.478972,0.002066,0.055861,0.003273,0.050189,0.003036,0.080456,0.222869,0.072266,0.603179,0.068187,0.079273,0.191834
0.4,risk_calibrated_reward_model,5,80,0.621354,0.010608,0.614948,0.636422,0.008936,0.481046,0.002169,0.055727,0.003272,0.049598,0.00285,0.079844,0.222869,0.072396,0.605336,0.068555,0.078757,0.201963
0.4,risk_calibrated_reward_model,6,80,0.60625,0.011465,0.613556,0.623742,0.010184,0.481824,0.002195,0.056702,0.002999,0.050228,0.002822,0.079567,0.222869,0.072947,0.603695,0.067678,0.079797,0.204018
0.4,risk_calibrated_reward_model,7,80,0.614062,0.010156,0.613784,0.629572,0.008978,0.480568,0.002185,0.056506,0.003251,0.05039,0.002844,0.080227,0.222869,0.072995,0.603128,0.068962,0.07926,0.196527
