stress_level,method,seed,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss,regret_to_oracle
0.0,constraint_aware_planner,0,80,0.604427,0.011082,0.612028,0.589808,0.009982,0.397147,0.002394,0.063885,0.003302,0.047638,0.002545,0.084343,0.243569,0.073843,0.476,0.056417,0.065312,0.267784
0.0,constraint_aware_planner,1,80,0.598568,0.010889,0.613052,0.585224,0.009758,0.39679,0.00214,0.064301,0.003387,0.047801,0.002759,0.084385,0.243569,0.07302,0.477866,0.056451,0.065227,0.268724
0.0,constraint_aware_planner,2,80,0.620703,0.01175,0.613639,0.603465,0.010095,0.399489,0.001929,0.063808,0.003238,0.047488,0.002572,0.084641,0.243569,0.073152,0.47735,0.056957,0.065726,0.254251
0.0,constraint_aware_planner,3,80,0.603776,0.012163,0.611807,0.589708,0.010169,0.398788,0.002495,0.06406,0.003165,0.048187,0.002613,0.084705,0.243569,0.07257,0.477063,0.056378,0.064877,0.268845
0.0,constraint_aware_planner,4,80,0.613411,0.01067,0.610695,0.597433,0.009274,0.397917,0.00224,0.063533,0.00322,0.048305,0.002656,0.083703,0.243569,0.072541,0.47726,0.056749,0.06542,0.258697
0.0,constraint_aware_planner,5,80,0.618229,0.011611,0.612609,0.601382,0.009697,0.398377,0.002273,0.063581,0.003383,0.047918,0.002655,0.083401,0.243569,0.072412,0.476721,0.056671,0.066127,0.264731
0.0,constraint_aware_planner,6,80,0.613672,0.011237,0.613151,0.598125,0.009681,0.398989,0.002202,0.063043,0.003354,0.047914,0.00278,0.08414,0.243569,0.071839,0.477285,0.056271,0.066124,0.259721
0.0,constraint_aware_planner,7,80,0.615755,0.010432,0.611639,0.598998,0.009141,0.396845,0.002283,0.064121,0.003296,0.047654,0.00279,0.083368,0.243569,0.073255,0.477283,0.056732,0.065824,0.268704
0.0,constraint_aware_planner,8,80,0.620443,0.011863,0.612915,0.602974,0.010398,0.398252,0.00205,0.064023,0.003118,0.048195,0.002594,0.083073,0.243569,0.073059,0.477744,0.05677,0.066144,0.257667
0.0,constraint_aware_planner,9,80,0.615234,0.011078,0.613911,0.598788,0.00962,0.398632,0.002132,0.064644,0.00326,0.047671,0.002712,0.084491,0.243569,0.072405,0.476904,0.055841,0.065769,0.265095
0.0,side_effect_classifier_baseline,0,80,0.641797,0.011338,0.631341,0.639781,0.009618,0.455327,0.001896,0.057212,0.002876,0.048771,0.002743,0.078307,0.233285,0.069891,0.517062,0.053032,0.062972,0.217811
0.0,side_effect_classifier_baseline,1,80,0.629557,0.010822,0.629868,0.629973,0.009033,0.453213,0.0021,0.055925,0.002737,0.047926,0.002742,0.078377,0.233285,0.070432,0.516824,0.053135,0.06423,0.223975
0.0,side_effect_classifier_baseline,2,80,0.634245,0.012738,0.631336,0.633576,0.01056,0.455445,0.002293,0.057181,0.002845,0.049002,0.002518,0.078256,0.233285,0.06978,0.516873,0.054295,0.063154,0.224139
0.0,side_effect_classifier_baseline,3,80,0.636719,0.011777,0.631264,0.634849,0.0102,0.453936,0.002554,0.057841,0.002914,0.049484,0.002719,0.077758,0.233285,0.070388,0.516522,0.053877,0.063719,0.223704
0.0,side_effect_classifier_baseline,4,80,0.634635,0.010109,0.629511,0.633471,0.008772,0.45316,0.002107,0.056422,0.002646,0.049117,0.002773,0.077288,0.233285,0.070646,0.515548,0.05352,0.064048,0.222659
0.0,side_effect_classifier_baseline,5,80,0.62487,0.011349,0.629506,0.625823,0.009905,0.455378,0.002109,0.057219,0.003031,0.049651,0.002803,0.076885,0.233285,0.071073,0.516347,0.053587,0.063328,0.240289
0.0,side_effect_classifier_baseline,6,80,0.633854,0.010842,0.631526,0.633388,0.009537,0.456071,0.002315,0.056142,0.002926,0.049587,0.002668,0.077829,0.233285,0.07049,0.515959,0.053446,0.063843,0.224457
0.0,side_effect_classifier_baseline,7,80,0.621875,0.013562,0.629593,0.623848,0.01174,0.455321,0.00253,0.05694,0.002838,0.04909,0.002865,0.077155,0.233285,0.069902,0.516642,0.052948,0.063678,0.243853
0.0,side_effect_classifier_baseline,8,80,0.629948,0.011004,0.63024,0.629837,0.009645,0.45493,0.002157,0.056801,0.002814,0.049853,0.002719,0.076701,0.233285,0.070793,0.515869,0.053721,0.063644,0.230803
0.0,side_effect_classifier_baseline,9,80,0.636979,0.011353,0.630218,0.635576,0.009517,0.455555,0.002442,0.05734,0.002824,0.049253,0.002809,0.077789,0.233285,0.070557,0.516689,0.053627,0.063841,0.228307
0.0,physical_affordance_penalty,0,80,0.638151,0.011723,0.641727,0.643407,0.009735,0.46373,0.001838,0.053783,0.002676,0.043619,0.002077,0.085053,0.212453,0.069496,0.529247,0.05365,0.062832,0.214185
0.0,physical_affordance_penalty,1,80,0.633854,0.011065,0.642174,0.638793,0.009398,0.46049,0.002161,0.05452,0.002638,0.04382,0.00225,0.085185,0.212453,0.069326,0.527833,0.053709,0.064146,0.215155
0.0,physical_affordance_penalty,2,80,0.64401,0.012347,0.642741,0.648349,0.010541,0.463335,0.001947,0.053387,0.002746,0.043057,0.002088,0.085108,0.212453,0.069504,0.52937,0.053078,0.062865,0.209366
0.0,physical_affordance_penalty,3,80,0.64388,0.010713,0.640651,0.647498,0.008749,0.461112,0.002088,0.053612,0.002697,0.04372,0.002322,0.085027,0.212453,0.069261,0.528096,0.052685,0.06302,0.211055
0.0,physical_affordance_penalty,4,80,0.64987,0.010372,0.640677,0.652752,0.009041,0.462731,0.002223,0.053164,0.002768,0.043732,0.002296,0.085701,0.212453,0.069358,0.529486,0.052802,0.063466,0.203377
0.0,physical_affordance_penalty,5,80,0.639844,0.00876,0.641324,0.644175,0.007401,0.463106,0.002554,0.055311,0.002796,0.043799,0.002174,0.08515,0.212453,0.068715,0.528927,0.052734,0.063769,0.221937
0.0,physical_affordance_penalty,6,80,0.637109,0.01056,0.641252,0.642594,0.008769,0.459259,0.001915,0.05316,0.002546,0.042457,0.002196,0.084736,0.212453,0.067952,0.529305,0.052638,0.062875,0.215251
0.0,physical_affordance_penalty,7,80,0.64375,0.010256,0.640457,0.646764,0.008515,0.460439,0.002304,0.054176,0.002701,0.044096,0.002141,0.085576,0.212453,0.070365,0.528526,0.053471,0.062998,0.220937
0.0,physical_affordance_penalty,8,80,0.647266,0.010852,0.641078,0.650368,0.008852,0.461624,0.00223,0.053801,0.002798,0.043319,0.002175,0.085707,0.212453,0.0694,0.52948,0.052799,0.06348,0.210273
0.0,physical_affordance_penalty,9,80,0.642448,0.01131,0.639205,0.646428,0.009772,0.460976,0.002329,0.052813,0.002698,0.043883,0.002143,0.086208,0.212453,0.069336,0.528726,0.053683,0.06257,0.217455
0.0,risk_calibrated_reward_model,0,80,0.651693,0.012034,0.655178,0.677245,0.010007,0.500451,0.001977,0.043563,0.002549,0.043074,0.002286,0.068025,0.208825,0.065718,0.610069,0.050042,0.060451,0.180348
0.0,risk_calibrated_reward_model,1,80,0.666797,0.012367,0.656031,0.688677,0.010214,0.497871,0.002231,0.044534,0.00238,0.042552,0.002197,0.067522,0.208825,0.066277,0.609498,0.049855,0.059774,0.165271
0.0,risk_calibrated_reward_model,2,80,0.651302,0.011565,0.654504,0.677471,0.0094,0.500151,0.002303,0.043506,0.002239,0.041667,0.002065,0.067336,0.208825,0.065371,0.610241,0.049401,0.06041,0.180245
0.0,risk_calibrated_reward_model,3,80,0.654948,0.011482,0.655497,0.680372,0.009593,0.502397,0.001949,0.043833,0.002466,0.042181,0.002129,0.067486,0.208825,0.065746,0.608922,0.048784,0.060631,0.178181
0.0,risk_calibrated_reward_model,4,80,0.658333,0.010422,0.655825,0.683025,0.008792,0.500107,0.002139,0.04333,0.002311,0.042105,0.002106,0.067093,0.208825,0.065431,0.609872,0.050229,0.059406,0.173105
0.0,risk_calibrated_reward_model,5,80,0.652214,0.010536,0.654961,0.677724,0.008667,0.501397,0.002218,0.044871,0.002187,0.042052,0.002132,0.06665,0.208825,0.065654,0.608588,0.049978,0.060041,0.188389
0.0,risk_calibrated_reward_model,6,80,0.65013,0.010643,0.654954,0.675787,0.00877,0.500271,0.002119,0.04495,0.002219,0.042357,0.002104,0.067755,0.208825,0.065679,0.609477,0.049628,0.059796,0.182058
0.0,risk_calibrated_reward_model,7,80,0.651563,0.011908,0.655526,0.677494,0.009664,0.500716,0.002192,0.044065,0.002528,0.04155,0.002143,0.067865,0.208825,0.06639,0.610742,0.049364,0.060519,0.190207
0.0,risk_calibrated_reward_model,8,80,0.651693,0.010507,0.656444,0.677642,0.008962,0.499039,0.001987,0.043213,0.002557,0.042569,0.002307,0.066799,0.208825,0.065381,0.611076,0.049313,0.059915,0.182999
0.0,risk_calibrated_reward_model,9,80,0.657813,0.011903,0.65432,0.682338,0.009902,0.500781,0.002188,0.044723,0.002496,0.041733,0.002157,0.066869,0.208825,0.065469,0.609136,0.049528,0.059952,0.181545
0.0,proposed_side_effect_preference_model_v4,0,80,0.68138,0.011677,0.679781,0.722856,0.009738,0.568939,0.002363,0.032995,0.001704,0.03799,0.001897,0.064821,0.190765,0.06273,0.627621,0.048231,0.060597,0.134736
0.0,proposed_side_effect_preference_model_v4,1,80,0.68112,0.010935,0.680567,0.723408,0.009113,0.57267,0.002011,0.032898,0.001613,0.038089,0.001825,0.065422,0.190765,0.062316,0.627063,0.046905,0.060417,0.13054
0.0,proposed_side_effect_preference_model_v4,2,80,0.678255,0.011718,0.67964,0.72066,0.009616,0.571831,0.001922,0.033329,0.001786,0.038168,0.001653,0.065405,0.190765,0.062478,0.627112,0.048456,0.060332,0.137055
0.0,proposed_side_effect_preference_model_v4,3,80,0.683464,0.011425,0.680326,0.725638,0.009256,0.572562,0.00214,0.031904,0.001727,0.037894,0.00184,0.065647,0.190765,0.062161,0.627918,0.047698,0.060567,0.132915
0.0,proposed_side_effect_preference_model_v4,4,80,0.688281,0.010724,0.680909,0.728191,0.008912,0.570048,0.002051,0.033001,0.001943,0.038993,0.001869,0.065858,0.190765,0.062956,0.627835,0.048713,0.060251,0.127939
0.0,proposed_side_effect_preference_model_v4,5,80,0.692578,0.010445,0.681439,0.732236,0.008498,0.568002,0.00205,0.032324,0.001844,0.037266,0.001774,0.066021,0.190765,0.06201,0.628184,0.048217,0.059102,0.133877
0.0,proposed_side_effect_preference_model_v4,6,80,0.683203,0.009865,0.680337,0.725617,0.008113,0.572975,0.001983,0.032494,0.001936,0.03752,0.001831,0.065031,0.190765,0.06226,0.629197,0.048143,0.06026,0.132229
0.0,proposed_side_effect_preference_model_v4,7,80,0.68151,0.011193,0.681235,0.724083,0.009373,0.571275,0.002344,0.031941,0.001822,0.037707,0.001896,0.065356,0.190765,0.062021,0.628601,0.047977,0.059561,0.143618
0.0,proposed_side_effect_preference_model_v4,8,80,0.68112,0.011061,0.681757,0.722857,0.009135,0.56978,0.002145,0.032069,0.001801,0.03785,0.001885,0.065389,0.190765,0.063223,0.626859,0.048242,0.061088,0.137784
0.0,proposed_side_effect_preference_model_v4,9,80,0.67474,0.010545,0.679873,0.717767,0.008616,0.57057,0.002038,0.032335,0.001899,0.038737,0.00166,0.065693,0.190765,0.062431,0.627344,0.047966,0.060862,0.146116
0.0,side_effect_causal_preference_model_v5,0,80,0.704167,0.010134,0.709867,0.773907,0.008158,0.632933,0.001882,0.021393,0.001556,0.032148,0.001238,0.053286,0.175477,0.057897,0.723276,0.041191,0.055457,0.083685
0.0,side_effect_causal_preference_model_v5,1,80,0.711589,0.01121,0.710927,0.779029,0.009052,0.632811,0.002176,0.022838,0.001405,0.032994,0.001388,0.053528,0.175477,0.057629,0.722092,0.041865,0.05477,0.074919
0.0,side_effect_causal_preference_model_v5,2,80,0.71224,0.010868,0.709475,0.779441,0.008815,0.633306,0.002684,0.022997,0.001226,0.033369,0.00126,0.053472,0.175477,0.058042,0.722071,0.040771,0.055717,0.078274
0.0,side_effect_causal_preference_model_v5,3,80,0.707031,0.010275,0.710614,0.77611,0.008539,0.633996,0.002154,0.021733,0.001496,0.032132,0.001311,0.053262,0.175477,0.058583,0.722828,0.041529,0.055514,0.082443
0.0,side_effect_causal_preference_model_v5,4,80,0.705859,0.008749,0.710796,0.77525,0.007147,0.634694,0.002394,0.022529,0.001434,0.03192,0.001298,0.052678,0.175477,0.057694,0.721491,0.040735,0.055109,0.08088
0.0,side_effect_causal_preference_model_v5,5,80,0.718359,0.010585,0.711044,0.784423,0.00856,0.632536,0.001984,0.022937,0.001323,0.032644,0.001333,0.052823,0.175477,0.058206,0.721724,0.041,0.055372,0.08169
0.0,side_effect_causal_preference_model_v5,6,80,0.711328,0.010395,0.710249,0.779802,0.008434,0.63506,0.001963,0.021518,0.001572,0.032938,0.001315,0.053149,0.175477,0.057628,0.722505,0.040979,0.055054,0.078044
0.0,side_effect_causal_preference_model_v5,7,80,0.713411,0.009718,0.711485,0.780952,0.008124,0.633318,0.002222,0.022099,0.001363,0.032341,0.001283,0.052462,0.175477,0.058015,0.7215,0.040437,0.056233,0.086749
0.0,side_effect_causal_preference_model_v5,8,80,0.705729,0.010308,0.711242,0.774984,0.008237,0.634247,0.002135,0.022068,0.001489,0.032197,0.001204,0.053731,0.175477,0.057667,0.721728,0.041106,0.055483,0.085657
0.0,side_effect_causal_preference_model_v5,9,80,0.707812,0.009505,0.709638,0.776682,0.007688,0.63418,0.002143,0.022821,0.001406,0.031909,0.001288,0.053823,0.175477,0.057359,0.72296,0.041491,0.054944,0.087201
0.0,human_query_max_uncertainty,0,80,0.63776,0.010526,0.630172,0.63874,0.008738,0.486778,0.001993,0.055976,0.002861,0.050002,0.002969,0.067716,0.399681,0.068128,0.591158,0.052576,0.0597,0.218853
0.0,human_query_max_uncertainty,1,80,0.632161,0.013017,0.629029,0.633943,0.010818,0.486586,0.002233,0.055585,0.002794,0.050636,0.00287,0.067964,0.399681,0.068493,0.590398,0.052952,0.060023,0.220005
0.0,human_query_max_uncertainty,2,80,0.622917,0.009769,0.628834,0.626802,0.008545,0.486604,0.002002,0.054641,0.002866,0.050786,0.002979,0.068499,0.399681,0.067639,0.590531,0.053267,0.060558,0.230913
0.0,human_query_max_uncertainty,3,80,0.630599,0.009725,0.629996,0.633351,0.008365,0.48856,0.00213,0.054896,0.002776,0.050154,0.003102,0.068023,0.399681,0.068345,0.58971,0.052726,0.060033,0.225202
0.0,human_query_max_uncertainty,4,80,0.63737,0.011254,0.630851,0.638261,0.009516,0.488046,0.002491,0.056081,0.002896,0.050174,0.002834,0.068104,0.399681,0.068618,0.590125,0.053275,0.059951,0.217869
0.0,human_query_max_uncertainty,5,80,0.634896,0.010619,0.630014,0.636632,0.008928,0.489687,0.002484,0.056111,0.002851,0.05044,0.002878,0.067675,0.399681,0.069014,0.591278,0.053119,0.060094,0.22948
0.0,human_query_max_uncertainty,6,80,0.632943,0.010528,0.630043,0.63487,0.008664,0.488859,0.001986,0.055962,0.002828,0.050809,0.002871,0.068231,0.399681,0.068293,0.591035,0.05325,0.060076,0.222975
0.0,human_query_max_uncertainty,7,80,0.630339,0.011082,0.629479,0.632585,0.009231,0.486885,0.002214,0.056042,0.002683,0.050305,0.002794,0.068302,0.399681,0.068666,0.590869,0.051971,0.059878,0.235117
0.0,human_query_max_uncertainty,8,80,0.63125,0.011038,0.630278,0.634125,0.009315,0.488958,0.002216,0.055312,0.003176,0.049712,0.002931,0.068281,0.399681,0.067878,0.590797,0.052167,0.06032,0.226516
0.0,human_query_max_uncertainty,9,80,0.634635,0.011745,0.629513,0.635786,0.010031,0.488127,0.001998,0.056012,0.002763,0.051142,0.002936,0.067989,0.399681,0.068443,0.589623,0.053691,0.060024,0.228097
0.0,conservative_safety_filter,0,80,0.619661,0.010111,0.616744,0.619115,0.008692,0.454671,0.002055,0.055499,0.002587,0.039208,0.001759,0.101722,0.237461,0.070135,0.493105,0.052555,0.065143,0.238477
0.0,conservative_safety_filter,1,80,0.617448,0.011404,0.617784,0.617213,0.009284,0.455082,0.00223,0.055689,0.002614,0.040073,0.001857,0.101253,0.237461,0.070352,0.493592,0.052818,0.064869,0.236735
0.0,conservative_safety_filter,2,80,0.61888,0.011962,0.617316,0.617611,0.009982,0.451559,0.002151,0.055627,0.002583,0.040544,0.001865,0.101257,0.237461,0.069866,0.494062,0.053933,0.06502,0.240105
0.0,conservative_safety_filter,3,80,0.626563,0.012461,0.615711,0.624692,0.010348,0.455247,0.002336,0.055411,0.002496,0.039682,0.002005,0.101033,0.237461,0.069959,0.492685,0.052774,0.064943,0.233861
0.0,conservative_safety_filter,4,80,0.607292,0.011556,0.616828,0.609041,0.00967,0.455639,0.002083,0.055527,0.002351,0.039876,0.001769,0.101286,0.237461,0.070075,0.492391,0.053769,0.065452,0.247088
0.0,conservative_safety_filter,5,80,0.606641,0.010776,0.616124,0.608645,0.00895,0.455513,0.001804,0.056239,0.002823,0.039522,0.001947,0.101227,0.237461,0.069896,0.493789,0.053294,0.065122,0.257468
0.0,conservative_safety_filter,6,80,0.616536,0.010202,0.616983,0.616632,0.008787,0.454848,0.002355,0.05556,0.002618,0.03971,0.001967,0.102049,0.237461,0.06915,0.49318,0.05287,0.064642,0.241213
0.0,conservative_safety_filter,7,80,0.622917,0.01196,0.615975,0.621868,0.009841,0.454586,0.002186,0.055142,0.002399,0.039533,0.001841,0.101413,0.237461,0.069167,0.492695,0.052742,0.064783,0.245833
0.0,conservative_safety_filter,8,80,0.620964,0.011614,0.617206,0.620314,0.00964,0.453802,0.00196,0.05499,0.002512,0.039388,0.001941,0.101062,0.237461,0.070281,0.495004,0.053423,0.065045,0.240326
0.0,conservative_safety_filter,9,80,0.609375,0.010853,0.616302,0.610677,0.009029,0.454842,0.002168,0.05528,0.002616,0.039913,0.001983,0.10144,0.237461,0.07001,0.492763,0.053659,0.06543,0.253206
0.0,oracle_human_side_effect_judge,0,80,0.779818,0.009027,0.782878,0.857592,0.007323,0.668088,0.002245,0.011722,0.001256,0.026224,0.000918,0.038975,0.163517,0.054171,0.793095,0.036806,0.052866,0.0
0.0,oracle_human_side_effect_judge,1,80,0.77526,0.007564,0.782028,0.853948,0.006036,0.668439,0.001807,0.012365,0.001006,0.026059,0.00101,0.040112,0.163517,0.054491,0.794708,0.036592,0.052424,0.0
0.0,oracle_human_side_effect_judge,2,80,0.780208,0.00944,0.781641,0.857716,0.007617,0.667657,0.002501,0.012684,0.001211,0.025793,0.000866,0.039578,0.163517,0.054128,0.793871,0.037297,0.052039,0.0
0.0,oracle_human_side_effect_judge,3,80,0.78125,0.008226,0.781704,0.858553,0.006637,0.667173,0.001863,0.013006,0.001272,0.025617,0.000961,0.039314,0.163517,0.05386,0.79507,0.037357,0.052614,0.0
0.0,oracle_human_side_effect_judge,4,80,0.777604,0.011242,0.78101,0.85613,0.008977,0.668886,0.001996,0.011681,0.000964,0.026009,0.000929,0.039618,0.163517,0.053865,0.793834,0.036862,0.052555,0.0
0.0,oracle_human_side_effect_judge,5,80,0.789844,0.010077,0.782968,0.866113,0.008016,0.670229,0.001812,0.011959,0.00118,0.026003,0.000951,0.04019,0.163517,0.053227,0.79401,0.037198,0.052494,0.0
0.0,oracle_human_side_effect_judge,6,80,0.780469,0.009872,0.782542,0.857845,0.008078,0.666983,0.002491,0.011694,0.001137,0.026002,0.00097,0.04035,0.163517,0.054132,0.793234,0.037073,0.052716,0.0
0.0,oracle_human_side_effect_judge,7,80,0.792578,0.008535,0.784304,0.867701,0.006992,0.667731,0.002466,0.012373,0.001072,0.026139,0.000909,0.039988,0.163517,0.053947,0.793504,0.036443,0.051477,0.0
0.0,oracle_human_side_effect_judge,8,80,0.783073,0.010083,0.782711,0.860641,0.008246,0.668982,0.002083,0.011341,0.001078,0.026545,0.001017,0.039444,0.163517,0.053746,0.794672,0.036877,0.052349,0.0
0.0,oracle_human_side_effect_judge,9,80,0.786979,0.008556,0.781883,0.863883,0.006758,0.670371,0.002069,0.01246,0.001116,0.025964,0.000917,0.039705,0.163517,0.052819,0.794231,0.03677,0.052425,0.0
0.2,reward_model_rlhf_surrogate,0,80,0.586328,0.011708,0.577758,0.533612,0.011363,0.299801,0.002184,0.095558,0.005254,0.072698,0.004861,0.075898,0.183164,0.08443,0.410932,0.07926,0.084941,0.309267
0.2,reward_model_rlhf_surrogate,1,80,0.569922,0.011544,0.576112,0.519895,0.010567,0.298126,0.00237,0.096714,0.005313,0.071612,0.004827,0.075649,0.183164,0.085097,0.409829,0.078951,0.08532,0.323447
0.2,reward_model_rlhf_surrogate,2,80,0.576042,0.012776,0.577569,0.525021,0.012029,0.299015,0.00233,0.096844,0.005057,0.071534,0.004806,0.075597,0.183164,0.085515,0.410459,0.078768,0.084854,0.314898
0.2,reward_model_rlhf_surrogate,3,80,0.57513,0.011472,0.578052,0.524708,0.011056,0.29839,0.002217,0.095286,0.005186,0.071027,0.005023,0.076419,0.183164,0.084035,0.409564,0.07943,0.085273,0.31627
0.2,reward_model_rlhf_surrogate,4,80,0.588672,0.011247,0.577848,0.534801,0.010681,0.296692,0.002006,0.095795,0.005322,0.071447,0.004934,0.075743,0.183164,0.085417,0.409286,0.079796,0.08493,0.307669
0.2,reward_model_rlhf_surrogate,5,80,0.572526,0.012667,0.576064,0.522446,0.011626,0.29605,0.002245,0.095565,0.0052,0.071024,0.004922,0.075334,0.183164,0.084053,0.411033,0.078741,0.085368,0.321075
0.2,reward_model_rlhf_surrogate,6,80,0.587891,0.011467,0.579042,0.534397,0.010994,0.297902,0.002296,0.096289,0.005225,0.072336,0.004889,0.075649,0.183164,0.084588,0.411374,0.079671,0.084963,0.318776
0.2,reward_model_rlhf_surrogate,7,80,0.577474,0.012159,0.576231,0.526529,0.011435,0.29739,0.001973,0.095213,0.005375,0.071937,0.005057,0.075415,0.183164,0.084257,0.411606,0.078786,0.085544,0.314029
0.2,reward_model_rlhf_surrogate,8,80,0.586849,0.011058,0.578857,0.533347,0.010734,0.29593,0.002156,0.095611,0.005124,0.071704,0.005095,0.076571,0.183164,0.084547,0.409364,0.078646,0.084858,0.311592
0.2,reward_model_rlhf_surrogate,9,80,0.576953,0.013158,0.578657,0.525483,0.012128,0.298497,0.002121,0.096504,0.004966,0.071915,0.004985,0.075544,0.183164,0.084715,0.409496,0.080073,0.08547,0.315858
0.2,constraint_aware_planner,0,80,0.587891,0.011392,0.590347,0.566213,0.009877,0.386685,0.002276,0.07125,0.004167,0.052326,0.003117,0.091494,0.250262,0.077889,0.474054,0.070621,0.080238,0.276667
0.2,constraint_aware_planner,1,80,0.586719,0.012219,0.590458,0.565693,0.010793,0.39114,0.002223,0.071702,0.003836,0.052765,0.003037,0.091802,0.250262,0.077657,0.473385,0.070752,0.080817,0.277649
0.2,constraint_aware_planner,2,80,0.588672,0.01123,0.590115,0.566301,0.009823,0.387684,0.002189,0.072122,0.003868,0.052539,0.003269,0.092228,0.250262,0.078355,0.472571,0.070797,0.080813,0.273618
0.2,constraint_aware_planner,3,80,0.592448,0.011749,0.588878,0.569296,0.009719,0.38771,0.002151,0.072592,0.003996,0.052792,0.00304,0.091447,0.250262,0.077685,0.472573,0.070328,0.081192,0.271682
0.2,constraint_aware_planner,4,80,0.581641,0.013062,0.590256,0.560869,0.01145,0.389529,0.00216,0.07298,0.003717,0.052915,0.003192,0.0915,0.250262,0.077648,0.472358,0.070959,0.080005,0.281601
0.2,constraint_aware_planner,5,80,0.594531,0.01114,0.589903,0.570178,0.009662,0.383484,0.002048,0.072225,0.003945,0.052462,0.002977,0.091893,0.250262,0.078515,0.472287,0.070256,0.081305,0.273344
0.2,constraint_aware_planner,6,80,0.586719,0.010803,0.590983,0.563739,0.009713,0.385897,0.002002,0.073656,0.003738,0.053433,0.003099,0.091411,0.250262,0.078487,0.47166,0.070389,0.080327,0.289434
0.2,constraint_aware_planner,7,80,0.601432,0.010912,0.590463,0.576603,0.009093,0.386914,0.002021,0.072644,0.003599,0.052581,0.003022,0.091478,0.250262,0.078663,0.474153,0.069612,0.080041,0.263956
0.2,constraint_aware_planner,8,80,0.586979,0.012269,0.589001,0.565431,0.010437,0.387698,0.002429,0.07161,0.003863,0.052728,0.003069,0.091894,0.250262,0.07825,0.474108,0.070008,0.080133,0.279508
0.2,constraint_aware_planner,9,80,0.59974,0.011033,0.590596,0.574966,0.009747,0.387524,0.001935,0.07348,0.003741,0.052483,0.002888,0.09162,0.250262,0.077421,0.472425,0.070407,0.080483,0.266375
0.2,side_effect_classifier_baseline,0,80,0.602995,0.014005,0.609879,0.597643,0.01217,0.443276,0.002123,0.064994,0.003286,0.054338,0.003292,0.084536,0.240033,0.075271,0.512458,0.063736,0.07762,0.245236
0.2,side_effect_classifier_baseline,1,80,0.614453,0.010302,0.609632,0.607556,0.008952,0.443738,0.002245,0.063781,0.003578,0.054488,0.00324,0.083863,0.240033,0.07437,0.51327,0.063828,0.077253,0.235787
0.2,side_effect_classifier_baseline,2,80,0.606901,0.012834,0.609565,0.60093,0.011075,0.443783,0.001894,0.064858,0.003303,0.053883,0.003172,0.08473,0.240033,0.075315,0.512119,0.064174,0.077501,0.238989
