method,task,regime,split,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss
human_query_max_uncertainty,cable_routing,nominal,unseen_object,10,0.608333,0.023614,0.606111,0.623038,0.018122,0.47179,0.004045,0.034019,0.002225,0.030383,0.00309,0.07978,0.412183,0.062049,0.599409,0.053701,0.067732
human_query_max_uncertainty,cable_routing,nominal,unseen_side_effect,10,0.594792,0.026084,0.598156,0.608045,0.020031,0.452974,0.005764,0.031508,0.002447,0.030897,0.002192,0.08193,0.415994,0.061946,0.599662,0.058865,0.071203
human_query_max_uncertainty,cable_routing,nominal,human_preference_shift,10,0.59375,0.039449,0.594669,0.601094,0.032091,0.453698,0.005694,0.030643,0.002782,0.031118,0.002958,0.094261,0.425629,0.065267,0.59799,0.063568,0.103631
human_query_max_uncertainty,cable_routing,nominal,delayed_effects,10,0.59375,0.042063,0.588029,0.599322,0.032779,0.448119,0.00929,0.034326,0.003227,0.031517,0.002005,0.087684,0.42045,0.06874,0.594858,0.08987,0.077548
human_query_max_uncertainty,cable_routing,nominal,latent_damage_shift,10,0.6,0.019536,0.585075,0.601852,0.014943,0.440498,0.006653,0.038563,0.004818,0.031111,0.002695,0.092586,0.423241,0.065562,0.59632,0.081098,0.082712
human_query_max_uncertainty,cable_routing,nominal,combined_stress,10,0.55625,0.036293,0.574807,0.561327,0.029108,0.435717,0.00565,0.040742,0.002843,0.032799,0.002578,0.094966,0.430648,0.066274,0.594286,0.086964,0.100287
human_query_max_uncertainty,cable_routing,force_damage,nominal,10,0.609375,0.028101,0.613828,0.617577,0.021703,0.487888,0.005586,0.047319,0.003064,0.055564,0.002012,0.068913,0.402833,0.065335,0.591403,0.055128,0.056389
human_query_max_uncertainty,cable_routing,force_damage,seen_shift,10,0.582292,0.021831,0.58891,0.583763,0.018469,0.472365,0.005924,0.054807,0.003886,0.065338,0.002299,0.077839,0.412416,0.068636,0.589552,0.067375,0.064482
human_query_max_uncertainty,cable_routing,force_damage,unseen_object,10,0.567708,0.032389,0.572937,0.564527,0.025564,0.467495,0.006026,0.064385,0.002106,0.068866,0.002004,0.079385,0.418903,0.07249,0.584633,0.071102,0.070198
human_query_max_uncertainty,cable_routing,force_damage,unseen_side_effect,10,0.566667,0.044855,0.557535,0.552444,0.035278,0.448695,0.00769,0.067878,0.002912,0.082937,0.002333,0.084755,0.423252,0.076466,0.579958,0.078321,0.072659
human_query_max_uncertainty,cable_routing,force_damage,human_preference_shift,10,0.559375,0.041958,0.549262,0.544568,0.033142,0.451632,0.005629,0.065007,0.002468,0.076228,0.001907,0.093001,0.433066,0.078395,0.581163,0.079658,0.105612
human_query_max_uncertainty,cable_routing,force_damage,delayed_effects,10,0.525,0.017799,0.544051,0.511824,0.012778,0.453423,0.010025,0.072306,0.002809,0.085877,0.002656,0.088388,0.428155,0.080248,0.581392,0.123737,0.080206
human_query_max_uncertainty,cable_routing,force_damage,latent_damage_shift,10,0.546875,0.037182,0.540199,0.525711,0.031024,0.447241,0.004078,0.074555,0.002904,0.087673,0.002924,0.092254,0.431215,0.084071,0.575866,0.112254,0.084749
human_query_max_uncertainty,cable_routing,force_damage,combined_stress,10,0.539583,0.025789,0.52643,0.511939,0.021033,0.438293,0.007408,0.080394,0.00415,0.091173,0.001644,0.097992,0.43907,0.085998,0.576473,0.117682,0.10053
human_query_max_uncertainty,cable_routing,object_displacement,nominal,10,0.654167,0.036624,0.62633,0.657825,0.029682,0.491615,0.007689,0.051005,0.003226,0.040396,0.00281,0.070105,0.402525,0.065833,0.593006,0.046398,0.055987
human_query_max_uncertainty,cable_routing,object_displacement,seen_shift,10,0.589583,0.027426,0.594118,0.592225,0.021135,0.473905,0.006064,0.065457,0.002833,0.04853,0.002791,0.073939,0.412041,0.069329,0.587867,0.055118,0.065019
human_query_max_uncertainty,cable_routing,object_displacement,unseen_object,10,0.564583,0.030099,0.576432,0.561969,0.024414,0.466421,0.008265,0.082192,0.002666,0.048882,0.001974,0.080755,0.418483,0.072118,0.580529,0.060443,0.070664
human_query_max_uncertainty,cable_routing,object_displacement,unseen_side_effect,10,0.585417,0.026498,0.564951,0.573961,0.020203,0.441701,0.005553,0.072785,0.002903,0.057085,0.002326,0.083186,0.422798,0.073184,0.585374,0.064915,0.073116
human_query_max_uncertainty,cable_routing,object_displacement,human_preference_shift,10,0.572917,0.029193,0.567154,0.560202,0.023256,0.452295,0.003773,0.073843,0.002716,0.052706,0.002829,0.094019,0.432601,0.076728,0.583268,0.069449,0.107186
human_query_max_uncertainty,cable_routing,object_displacement,delayed_effects,10,0.561458,0.033264,0.559388,0.549079,0.02603,0.454952,0.004967,0.080252,0.002664,0.057544,0.002084,0.087731,0.427674,0.076458,0.583516,0.104493,0.078952
human_query_max_uncertainty,cable_routing,object_displacement,latent_damage_shift,10,0.542708,0.038432,0.550494,0.530475,0.03075,0.444778,0.00314,0.082713,0.003846,0.057861,0.002448,0.087454,0.430717,0.079468,0.581971,0.097407,0.085621
human_query_max_uncertainty,cable_routing,object_displacement,combined_stress,10,0.530208,0.024243,0.53993,0.512025,0.018604,0.438855,0.00557,0.090112,0.003663,0.05895,0.002495,0.096992,0.438544,0.083651,0.578644,0.100117,0.104224
human_query_max_uncertainty,cable_routing,clutter_accumulation,nominal,10,0.625,0.029033,0.620742,0.628999,0.023004,0.488081,0.003475,0.0605,0.004441,0.041637,0.002174,0.071498,0.402987,0.0685,0.590044,0.049952,0.059254
human_query_max_uncertainty,cable_routing,clutter_accumulation,seen_shift,10,0.586458,0.03444,0.593931,0.588356,0.028231,0.474722,0.005772,0.068494,0.003377,0.049117,0.002033,0.07524,0.412604,0.069967,0.588792,0.058533,0.064526
human_query_max_uncertainty,cable_routing,clutter_accumulation,unseen_object,10,0.584375,0.031841,0.581097,0.575294,0.025648,0.464113,0.006209,0.087033,0.004468,0.049763,0.002887,0.080935,0.419113,0.073198,0.582909,0.062855,0.072555
human_query_max_uncertainty,cable_routing,clutter_accumulation,unseen_side_effect,10,0.580208,0.037157,0.563645,0.566639,0.029327,0.444226,0.004079,0.075392,0.002618,0.05841,0.002765,0.086005,0.423479,0.07748,0.579728,0.072143,0.074817
human_query_max_uncertainty,cable_routing,clutter_accumulation,human_preference_shift,10,0.565625,0.040037,0.559074,0.550745,0.033767,0.452977,0.006473,0.079954,0.003214,0.054751,0.001566,0.093906,0.433298,0.080441,0.583253,0.074729,0.109797
human_query_max_uncertainty,cable_routing,clutter_accumulation,delayed_effects,10,0.558333,0.024576,0.554679,0.541842,0.019782,0.449423,0.00619,0.083044,0.003586,0.06029,0.001997,0.09013,0.428396,0.080837,0.580441,0.109595,0.082521
human_query_max_uncertainty,cable_routing,clutter_accumulation,latent_damage_shift,10,0.545833,0.028583,0.54748,0.528904,0.023002,0.442549,0.007315,0.085996,0.001912,0.061181,0.002793,0.088285,0.431464,0.084504,0.581191,0.102638,0.088924
human_query_max_uncertainty,cable_routing,clutter_accumulation,combined_stress,10,0.535417,0.033782,0.538352,0.513621,0.026553,0.442011,0.010286,0.094593,0.002856,0.063542,0.001532,0.097529,0.439334,0.084997,0.580373,0.104931,0.104297
human_query_max_uncertainty,cable_routing,unstable_placement,nominal,10,0.620833,0.031512,0.620871,0.624987,0.025082,0.491833,0.005009,0.056998,0.003367,0.051125,0.001355,0.071368,0.403141,0.066478,0.587165,0.050466,0.057655
human_query_max_uncertainty,cable_routing,unstable_placement,seen_shift,10,0.605208,0.026611,0.590541,0.599422,0.022025,0.474955,0.004083,0.069868,0.002549,0.056926,0.002659,0.076159,0.412791,0.074267,0.587735,0.062039,0.067693
human_query_max_uncertainty,cable_routing,unstable_placement,unseen_object,10,0.588542,0.042853,0.576568,0.578008,0.034905,0.467699,0.005302,0.080779,0.002338,0.059443,0.002878,0.079761,0.419323,0.076556,0.583416,0.066951,0.072323
human_query_max_uncertainty,cable_routing,unstable_placement,unseen_side_effect,10,0.569792,0.022376,0.555483,0.55173,0.019022,0.443088,0.007076,0.081805,0.003233,0.073567,0.003056,0.085161,0.423706,0.080846,0.579836,0.071759,0.07481
human_query_max_uncertainty,cable_routing,unstable_placement,human_preference_shift,10,0.588542,0.029073,0.55539,0.565282,0.023103,0.451663,0.007339,0.080509,0.004311,0.062721,0.001774,0.095975,0.43353,0.084214,0.581821,0.077595,0.110459
human_query_max_uncertainty,cable_routing,unstable_placement,delayed_effects,10,0.528125,0.042506,0.548536,0.514108,0.034443,0.454318,0.005756,0.085084,0.002866,0.071856,0.002073,0.087469,0.428637,0.082845,0.578434,0.116434,0.08145
human_query_max_uncertainty,cable_routing,unstable_placement,latent_damage_shift,10,0.563542,0.039968,0.54285,0.536591,0.033283,0.448406,0.007535,0.090926,0.003634,0.075783,0.002193,0.09247,0.431714,0.086892,0.572177,0.107324,0.087549
human_query_max_uncertainty,cable_routing,unstable_placement,combined_stress,10,0.520833,0.039916,0.530818,0.495676,0.031281,0.439989,0.005188,0.093733,0.003462,0.077871,0.002634,0.099567,0.439597,0.088361,0.574115,0.112441,0.106623
human_query_max_uncertainty,cable_routing,irreversible_change,nominal,10,0.61875,0.037176,0.616862,0.619411,0.030155,0.493186,0.007032,0.058945,0.00418,0.059353,0.002596,0.069406,0.403295,0.071541,0.587458,0.058941,0.058871
human_query_max_uncertainty,cable_routing,irreversible_change,seen_shift,10,0.602083,0.022938,0.588694,0.59295,0.019191,0.48112,0.004524,0.071335,0.003097,0.070944,0.001951,0.07628,0.412979,0.074037,0.585314,0.06836,0.068568
human_query_max_uncertainty,cable_routing,irreversible_change,unseen_object,10,0.552083,0.026707,0.569278,0.54044,0.020965,0.465892,0.006962,0.087345,0.001949,0.076164,0.002516,0.080534,0.419533,0.077135,0.577552,0.07512,0.072126
human_query_max_uncertainty,cable_routing,irreversible_change,unseen_side_effect,10,0.576042,0.020653,0.555543,0.549491,0.017128,0.446044,0.004472,0.087221,0.00337,0.089022,0.002529,0.084904,0.423932,0.083424,0.575712,0.081137,0.077952
human_query_max_uncertainty,cable_routing,irreversible_change,human_preference_shift,10,0.560417,0.034407,0.553131,0.534723,0.027799,0.45192,0.005108,0.085993,0.00326,0.081198,0.002435,0.093956,0.433763,0.088502,0.577245,0.083299,0.110766
human_query_max_uncertainty,cable_routing,irreversible_change,delayed_effects,10,0.554167,0.024688,0.546925,0.526409,0.020206,0.453005,0.007248,0.090234,0.004026,0.091504,0.00151,0.08709,0.428878,0.086139,0.57608,0.123913,0.082271
human_query_max_uncertainty,cable_routing,irreversible_change,latent_damage_shift,10,0.551042,0.022664,0.539577,0.518342,0.018265,0.446594,0.005189,0.097055,0.002915,0.095033,0.002531,0.092377,0.431963,0.086055,0.571954,0.119239,0.086755
human_query_max_uncertainty,cable_routing,irreversible_change,combined_stress,10,0.525,0.018811,0.52441,0.488177,0.01471,0.434251,0.006412,0.102596,0.0032,0.09759,0.002445,0.099557,0.43986,0.091274,0.568796,0.122647,0.10468
human_query_max_uncertainty,cable_routing,human_workspace_disruption,nominal,10,0.615625,0.025364,0.617998,0.61721,0.021975,0.482397,0.005644,0.062958,0.002705,0.047332,0.002178,0.068758,0.403449,0.072879,0.589766,0.053783,0.061399
human_query_max_uncertainty,cable_routing,human_workspace_disruption,seen_shift,10,0.630208,0.0363,0.587303,0.615308,0.027976,0.473903,0.005322,0.081113,0.002188,0.053771,0.002863,0.077503,0.413166,0.07713,0.583695,0.062519,0.069308
human_query_max_uncertainty,cable_routing,human_workspace_disruption,unseen_object,10,0.555208,0.033898,0.572331,0.544841,0.027594,0.462621,0.006056,0.096804,0.00279,0.053738,0.002878,0.080639,0.419743,0.082982,0.580619,0.069962,0.076905
human_query_max_uncertainty,cable_routing,human_workspace_disruption,unseen_side_effect,10,0.579167,0.034326,0.552283,0.557265,0.02729,0.445222,0.006856,0.090853,0.001941,0.067361,0.002856,0.083207,0.424159,0.083451,0.576749,0.073332,0.079646
human_query_max_uncertainty,cable_routing,human_workspace_disruption,human_preference_shift,10,0.5625,0.040262,0.545562,0.537014,0.032629,0.445284,0.004459,0.094088,0.00523,0.061954,0.001463,0.092512,0.433995,0.091957,0.575794,0.080456,0.115372
human_query_max_uncertainty,cable_routing,human_workspace_disruption,delayed_effects,10,0.544792,0.033761,0.542562,0.522844,0.027232,0.457297,0.004312,0.09884,0.002428,0.066151,0.002663,0.086846,0.429118,0.091386,0.576785,0.118105,0.090041
human_query_max_uncertainty,cable_routing,human_workspace_disruption,latent_damage_shift,10,0.5375,0.034191,0.539212,0.511617,0.026841,0.448129,0.004579,0.102854,0.001691,0.071578,0.00104,0.090669,0.432212,0.092665,0.569928,0.108167,0.092414
human_query_max_uncertainty,cable_routing,human_workspace_disruption,combined_stress,10,0.509375,0.024052,0.522028,0.47951,0.019293,0.432962,0.006995,0.110606,0.003295,0.070696,0.002752,0.100811,0.440123,0.095921,0.568874,0.111555,0.112341
human_query_max_uncertainty,cable_routing,latent_material_damage,nominal,10,0.626042,0.022042,0.615058,0.622456,0.017656,0.488861,0.00649,0.057814,0.003565,0.065875,0.002211,0.06925,0.403757,0.072574,0.589584,0.068423,0.057299
human_query_max_uncertainty,cable_routing,latent_material_damage,seen_shift,10,0.586458,0.031046,0.582756,0.573941,0.025296,0.472103,0.005179,0.075325,0.00248,0.076068,0.001746,0.075525,0.413542,0.077868,0.580598,0.080423,0.069378
human_query_max_uncertainty,cable_routing,latent_material_damage,unseen_object,10,0.572917,0.04162,0.569186,0.555234,0.033417,0.469599,0.006738,0.084892,0.002727,0.083063,0.003337,0.081009,0.420163,0.079735,0.579499,0.089182,0.071981
human_query_max_uncertainty,cable_routing,latent_material_damage,unseen_side_effect,10,0.572917,0.028874,0.546391,0.541463,0.022231,0.444979,0.007403,0.088904,0.002373,0.100444,0.002084,0.082656,0.424613,0.085081,0.572322,0.097428,0.07647
human_query_max_uncertainty,cable_routing,latent_material_damage,human_preference_shift,10,0.547917,0.039823,0.544998,0.51932,0.032549,0.447802,0.007351,0.085525,0.002186,0.090743,0.002207,0.094705,0.43446,0.088187,0.574632,0.1029,0.111621
human_query_max_uncertainty,cable_routing,latent_material_damage,delayed_effects,10,0.528125,0.030137,0.536067,0.497007,0.023728,0.452529,0.00833,0.0963,0.002782,0.1021,0.002346,0.087239,0.4296,0.092095,0.573111,0.150731,0.08326
human_query_max_uncertainty,cable_routing,latent_material_damage,latent_damage_shift,10,0.523958,0.031046,0.530504,0.49034,0.024248,0.443399,0.008351,0.096385,0.002799,0.106273,0.001887,0.089709,0.43271,0.089904,0.567471,0.140958,0.088254
human_query_max_uncertainty,cable_routing,latent_material_damage,combined_stress,10,0.502083,0.038232,0.510512,0.464015,0.030136,0.440391,0.004745,0.105799,0.00297,0.108562,0.002034,0.09813,0.44065,0.096356,0.565845,0.144049,0.106127
human_query_max_uncertainty,tool_handoff,nominal,nominal,10,0.63125,0.025861,0.636598,0.652498,0.020992,0.493105,0.005021,0.029151,0.002601,0.029385,0.002679,0.06728,0.397905,0.058066,0.599843,0.039821,0.057706
human_query_max_uncertainty,tool_handoff,nominal,seen_shift,10,0.598958,0.02675,0.61508,0.619489,0.021722,0.474412,0.004832,0.031175,0.002377,0.028863,0.002182,0.075334,0.406413,0.05993,0.599566,0.048998,0.062972
human_query_max_uncertainty,tool_handoff,nominal,unseen_object,10,0.6125,0.022324,0.599853,0.625856,0.017854,0.470549,0.006706,0.034865,0.003749,0.030926,0.001993,0.079041,0.412183,0.060736,0.597689,0.053722,0.067083
human_query_max_uncertainty,tool_handoff,nominal,unseen_side_effect,10,0.604167,0.021305,0.592588,0.612232,0.017032,0.45064,0.005656,0.035877,0.004037,0.031814,0.002566,0.085347,0.415994,0.064397,0.594003,0.057465,0.071444
human_query_max_uncertainty,tool_handoff,nominal,human_preference_shift,10,0.58125,0.023536,0.584815,0.588718,0.018392,0.449135,0.005932,0.032461,0.002327,0.032324,0.002978,0.094869,0.425629,0.068366,0.59474,0.059268,0.105047
human_query_max_uncertainty,tool_handoff,nominal,delayed_effects,10,0.576042,0.026013,0.58348,0.583785,0.02179,0.450821,0.006031,0.040743,0.003328,0.031676,0.002981,0.089554,0.42045,0.066434,0.595605,0.090114,0.077928
human_query_max_uncertainty,tool_handoff,nominal,latent_damage_shift,10,0.551042,0.021618,0.575948,0.564242,0.016843,0.451226,0.007444,0.038378,0.00215,0.029931,0.002115,0.091161,0.423241,0.067228,0.593185,0.082684,0.084624
human_query_max_uncertainty,tool_handoff,nominal,combined_stress,10,0.554167,0.03637,0.56464,0.560136,0.028837,0.435597,0.004267,0.03724,0.001368,0.031866,0.002547,0.09905,0.430648,0.069971,0.594815,0.087103,0.09961
human_query_max_uncertainty,tool_handoff,force_damage,nominal,10,0.59375,0.029508,0.607485,0.602047,0.0242,0.490976,0.00475,0.054093,0.002239,0.061133,0.001901,0.069214,0.402833,0.067008,0.591014,0.052613,0.055747
human_query_max_uncertainty,tool_handoff,force_damage,seen_shift,10,0.585417,0.043342,0.58309,0.581849,0.03387,0.476428,0.006252,0.062572,0.001901,0.072956,0.0036,0.077038,0.412416,0.073427,0.5843,0.058198,0.067875
human_query_max_uncertainty,tool_handoff,force_damage,unseen_object,10,0.591667,0.040583,0.560006,0.577609,0.031626,0.465499,0.004973,0.073152,0.002546,0.077486,0.003532,0.080064,0.418903,0.075219,0.581413,0.065375,0.074034
human_query_max_uncertainty,tool_handoff,force_damage,unseen_side_effect,10,0.566667,0.020462,0.541821,0.545252,0.017055,0.444419,0.006999,0.07773,0.002724,0.096878,0.001752,0.081143,0.423252,0.080407,0.58076,0.069777,0.076034
human_query_max_uncertainty,tool_handoff,force_damage,human_preference_shift,10,0.523958,0.036018,0.539203,0.509084,0.02966,0.455848,0.007376,0.079387,0.0023,0.084804,0.002836,0.093484,0.433066,0.084101,0.576044,0.07415,0.107818
human_query_max_uncertainty,tool_handoff,force_damage,delayed_effects,10,0.546875,0.01646,0.530656,0.522681,0.012847,0.450534,0.004295,0.082607,0.00187,0.09268,0.001909,0.08903,0.428155,0.084496,0.572638,0.114041,0.082848
human_query_max_uncertainty,tool_handoff,force_damage,latent_damage_shift,10,0.496875,0.038624,0.524597,0.478976,0.031986,0.444279,0.006094,0.08694,0.003561,0.095002,0.002296,0.09191,0.431215,0.087086,0.57243,0.102757,0.089312
human_query_max_uncertainty,tool_handoff,force_damage,combined_stress,10,0.526042,0.029073,0.513474,0.493602,0.024053,0.433977,0.005677,0.093415,0.00201,0.098958,0.002559,0.097383,0.43907,0.08772,0.570123,0.107591,0.106242
human_query_max_uncertainty,tool_handoff,object_displacement,nominal,10,0.598958,0.030776,0.621147,0.613335,0.025381,0.487941,0.004897,0.048731,0.001949,0.040997,0.002922,0.069583,0.402525,0.065741,0.592439,0.04574,0.058473
human_query_max_uncertainty,tool_handoff,object_displacement,seen_shift,10,0.578125,0.027094,0.590606,0.585672,0.021331,0.47695,0.004738,0.058725,0.003139,0.048416,0.001851,0.07495,0.412041,0.071784,0.591814,0.052815,0.06795
human_query_max_uncertainty,tool_handoff,object_displacement,unseen_object,10,0.590625,0.042397,0.575206,0.587196,0.034558,0.466778,0.00509,0.067664,0.002769,0.050794,0.00279,0.080855,0.418483,0.075657,0.587275,0.057991,0.072529
human_query_max_uncertainty,tool_handoff,object_displacement,unseen_side_effect,10,0.558333,0.023614,0.558456,0.552218,0.019501,0.447748,0.005309,0.071288,0.002386,0.061701,0.002332,0.081645,0.422798,0.077291,0.585529,0.062968,0.0752
human_query_max_uncertainty,tool_handoff,object_displacement,human_preference_shift,10,0.538542,0.03029,0.55669,0.532698,0.02481,0.453146,0.004706,0.070772,0.002831,0.054151,0.002156,0.094054,0.432601,0.080381,0.581188,0.066712,0.109236
human_query_max_uncertainty,tool_handoff,object_displacement,delayed_effects,10,0.561458,0.027636,0.55106,0.551131,0.023028,0.453931,0.005834,0.071856,0.002692,0.058504,0.003419,0.087187,0.427674,0.079973,0.583431,0.099133,0.080327
human_query_max_uncertainty,tool_handoff,object_displacement,latent_damage_shift,10,0.545833,0.031217,0.543416,0.533583,0.026037,0.441782,0.005744,0.075415,0.00195,0.060192,0.003112,0.089655,0.430717,0.0827,0.58004,0.090895,0.087094
human_query_max_uncertainty,tool_handoff,object_displacement,combined_stress,10,0.515625,0.024205,0.530709,0.503764,0.019447,0.442198,0.008395,0.079758,0.004014,0.06002,0.002165,0.099542,0.438544,0.083484,0.577211,0.09424,0.106751
human_query_max_uncertainty,tool_handoff,clutter_accumulation,nominal,10,0.619792,0.010208,0.614396,0.627793,0.008984,0.488209,0.007757,0.052339,0.003871,0.043075,0.001558,0.068396,0.402987,0.066866,0.59102,0.04726,0.060544
human_query_max_uncertainty,tool_handoff,clutter_accumulation,seen_shift,10,0.609375,0.023427,0.588188,0.607363,0.017826,0.470591,0.002849,0.060724,0.001406,0.048247,0.001993,0.076101,0.412604,0.074215,0.587049,0.054153,0.071457
human_query_max_uncertainty,tool_handoff,clutter_accumulation,unseen_object,10,0.559375,0.034575,0.572332,0.560681,0.026627,0.470925,0.005049,0.069833,0.003707,0.053561,0.003623,0.081694,0.419113,0.076928,0.585769,0.059665,0.074755
human_query_max_uncertainty,tool_handoff,clutter_accumulation,unseen_side_effect,10,0.530208,0.04111,0.557091,0.529877,0.032965,0.448153,0.005416,0.068148,0.003268,0.061454,0.00232,0.081888,0.423479,0.079361,0.585921,0.066335,0.078405
human_query_max_uncertainty,tool_handoff,clutter_accumulation,human_preference_shift,10,0.565625,0.025107,0.554429,0.553063,0.020053,0.4558,0.004668,0.072015,0.003595,0.053377,0.002516,0.095958,0.433298,0.085523,0.582136,0.069699,0.113906
human_query_max_uncertainty,tool_handoff,clutter_accumulation,delayed_effects,10,0.5375,0.026393,0.545774,0.529466,0.020268,0.454194,0.006331,0.074878,0.003021,0.059064,0.002717,0.086208,0.428396,0.082111,0.582998,0.103658,0.087721
human_query_max_uncertainty,tool_handoff,clutter_accumulation,latent_damage_shift,10,0.538542,0.048891,0.539157,0.526236,0.039654,0.444731,0.007885,0.077379,0.00226,0.061644,0.002552,0.090368,0.431464,0.084381,0.581141,0.095863,0.090819
human_query_max_uncertainty,tool_handoff,clutter_accumulation,combined_stress,10,0.511458,0.036198,0.52657,0.495248,0.029069,0.44032,0.003203,0.085378,0.003916,0.065035,0.003241,0.098109,0.439334,0.090327,0.574827,0.099425,0.107972
human_query_max_uncertainty,tool_handoff,unstable_placement,nominal,10,0.610417,0.026393,0.609434,0.613913,0.022659,0.483439,0.006808,0.059994,0.004016,0.051385,0.001419,0.068554,0.403141,0.07052,0.589413,0.047166,0.062441
human_query_max_uncertainty,tool_handoff,unstable_placement,seen_shift,10,0.620833,0.032667,0.583679,0.61072,0.026547,0.479652,0.005089,0.071779,0.002564,0.06008,0.003222,0.076254,0.412791,0.07552,0.583987,0.057342,0.071967
human_query_max_uncertainty,tool_handoff,unstable_placement,unseen_object,10,0.59375,0.02756,0.564908,0.580903,0.022063,0.470544,0.008532,0.081635,0.003448,0.063355,0.002395,0.078559,0.419323,0.081557,0.582405,0.061142,0.075463
human_query_max_uncertainty,tool_handoff,unstable_placement,unseen_side_effect,10,0.527083,0.041642,0.548785,0.516439,0.033744,0.455329,0.004033,0.086586,0.003124,0.076357,0.002876,0.086518,0.423706,0.084466,0.576055,0.067881,0.078877
human_query_max_uncertainty,tool_handoff,unstable_placement,human_preference_shift,10,0.529167,0.033312,0.545617,0.511749,0.026362,0.449239,0.006214,0.091178,0.004141,0.067299,0.002353,0.091766,0.43353,0.090109,0.576062,0.072523,0.1148
human_query_max_uncertainty,tool_handoff,unstable_placement,delayed_effects,10,0.533333,0.022938,0.53678,0.51436,0.019251,0.450495,0.007058,0.091418,0.002915,0.075275,0.002121,0.08889,0.428637,0.0873,0.57845,0.107753,0.084848
human_query_max_uncertainty,tool_handoff,unstable_placement,latent_damage_shift,10,0.535417,0.017,0.529997,0.512795,0.012946,0.445866,0.005249,0.095508,0.001194,0.075711,0.002539,0.090382,0.431714,0.089713,0.575551,0.098184,0.09225
human_query_max_uncertainty,tool_handoff,unstable_placement,combined_stress,10,0.535417,0.036293,0.522911,0.501791,0.028251,0.439549,0.00704,0.1047,0.002419,0.081109,0.002358,0.098284,0.439597,0.095963,0.568239,0.103082,0.110677
human_query_max_uncertainty,tool_handoff,irreversible_change,nominal,10,0.595833,0.033312,0.607129,0.598392,0.026275,0.488075,0.004738,0.061344,0.002313,0.062808,0.001832,0.071917,0.403295,0.073546,0.587641,0.051844,0.06081
human_query_max_uncertainty,tool_handoff,irreversible_change,seen_shift,10,0.5625,0.034164,0.578843,0.55895,0.028533,0.478516,0.005917,0.07396,0.002566,0.072657,0.002757,0.074433,0.412979,0.07788,0.579281,0.059833,0.071321
human_query_max_uncertainty,tool_handoff,irreversible_change,unseen_object,10,0.555208,0.016959,0.562084,0.542381,0.014061,0.469725,0.005695,0.086194,0.002999,0.077515,0.001963,0.081799,0.419533,0.083289,0.574662,0.067242,0.078347
human_query_max_uncertainty,tool_handoff,irreversible_change,unseen_side_effect,10,0.535417,0.031217,0.544064,0.515361,0.026125,0.449847,0.007361,0.089284,0.002803,0.094536,0.002852,0.085074,0.423932,0.086121,0.573421,0.073311,0.080564
human_query_max_uncertainty,tool_handoff,irreversible_change,human_preference_shift,10,0.542708,0.028624,0.537289,0.517784,0.022256,0.451351,0.005592,0.088109,0.003713,0.083179,0.002033,0.096457,0.433763,0.094037,0.573494,0.077377,0.115968
human_query_max_uncertainty,tool_handoff,irreversible_change,delayed_effects,10,0.538542,0.022988,0.534534,0.51105,0.01839,0.455955,0.005693,0.092773,0.002517,0.095546,0.0031,0.088302,0.428878,0.091979,0.571165,0.116244,0.089176
human_query_max_uncertainty,tool_handoff,irreversible_change,latent_damage_shift,10,0.496875,0.044736,0.525761,0.472699,0.036312,0.443839,0.004502,0.096361,0.002434,0.099555,0.002148,0.089957,0.431963,0.093916,0.568475,0.10604,0.093997
human_query_max_uncertainty,tool_handoff,irreversible_change,combined_stress,10,0.522917,0.032325,0.510125,0.484495,0.025522,0.439327,0.002491,0.104421,0.003041,0.103146,0.003011,0.097636,0.43986,0.099221,0.566598,0.11144,0.112025
human_query_max_uncertainty,tool_handoff,human_workspace_disruption,nominal,10,0.61875,0.026914,0.607534,0.621224,0.020584,0.499229,0.004186,0.063121,0.00383,0.050284,0.002494,0.069531,0.403449,0.077007,0.589808,0.048573,0.067135
human_query_max_uncertainty,tool_handoff,human_workspace_disruption,seen_shift,10,0.589583,0.026568,0.57724,0.582883,0.021122,0.474639,0.005152,0.076586,0.00347,0.055661,0.002353,0.075715,0.413166,0.083952,0.584702,0.057233,0.077092
human_query_max_uncertainty,tool_handoff,human_workspace_disruption,unseen_object,10,0.554167,0.041374,0.561343,0.545306,0.033607,0.464611,0.004354,0.086984,0.003222,0.058682,0.002742,0.080092,0.419743,0.08721,0.579012,0.062585,0.084223
human_query_max_uncertainty,tool_handoff,human_workspace_disruption,unseen_side_effect,10,0.566667,0.029696,0.540588,0.544181,0.024211,0.445238,0.005739,0.090862,0.002534,0.071979,0.002345,0.084914,0.424159,0.093155,0.576258,0.067891,0.08699
human_query_max_uncertainty,tool_handoff,human_workspace_disruption,human_preference_shift,10,0.530208,0.031549,0.535611,0.508819,0.024494,0.45143,0.008097,0.096162,0.003259,0.06433,0.002664,0.095223,0.433995,0.100769,0.572216,0.072136,0.125472
human_query_max_uncertainty,tool_handoff,human_workspace_disruption,delayed_effects,10,0.541667,0.036012,0.530782,0.518061,0.029107,0.452324,0.004463,0.095183,0.003479,0.071425,0.00207,0.087551,0.429118,0.098364,0.574346,0.108893,0.095738
